NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       2075.     -0.60474395E+04      0.47316699E+04     -0.18818172E+05     -0.61759132E+02      0.44674782E+02     -0.48107876E+04      0.12320000E+04
       2076.     -0.60474360E+04      0.51726675E+04     -0.18205859E+05     -0.62169003E+02      0.44563995E+02     -0.48107876E+04      0.12320000E+04
       2077.     -0.60474326E+04      0.56125190E+04     -0.17589561E+05     -0.62565300E+02      0.44443474E+02     -0.48107876E+04      0.12320000E+04
       2078.     -0.60474297E+04      0.60511284E+04     -0.16969412E+05     -0.62947945E+02      0.44313240E+02     -0.48107876E+04      0.12320000E+04
       2079.     -0.60474268E+04      0.64883994E+04     -0.16345548E+05     -0.63316845E+02      0.44173325E+02     -0.48107876E+04      0.12320000E+04
       2080.     -0.60474243E+04      0.69242373E+04     -0.15718104E+05     -0.63671928E+02      0.44023762E+02     -0.48107876E+04      0.12320000E+04
       2081.     -0.60474219E+04      0.73585464E+04     -0.15087220E+05     -0.64013107E+02      0.43864582E+02     -0.48107876E+04      0.12320000E+04
       2082.     -0.60474194E+04      0.77912319E+04     -0.14453029E+05     -0.64340317E+02      0.43695820E+02     -0.48107876E+04      0.12320000E+04
       2083.     -0.60474175E+04      0.82221992E+04     -0.13815673E+05     -0.64653481E+02      0.43517513E+02     -0.48107876E+04      0.12320000E+04
       2084.     -0.60474155E+04      0.86513545E+04     -0.13175289E+05     -0.64952530E+02      0.43329704E+02     -0.48107876E+04      0.12320000E+04
       2085.     -0.60474141E+04      0.90786035E+04     -0.12532019E+05     -0.65237396E+02      0.43132427E+02     -0.48107876E+04      0.12320000E+04
       2086.     -0.60474126E+04      0.95038535E+04     -0.11886002E+05     -0.65508026E+02      0.42925732E+02     -0.48107876E+04      0.12320000E+04
       2087.     -0.60474111E+04      0.99270117E+04     -0.11237379E+05     -0.65764351E+02      0.42709663E+02     -0.48107876E+04      0.12320000E+04
       2088.     -0.60474102E+04      0.10347984E+05     -0.10586292E+05     -0.66006317E+02      0.42484264E+02     -0.48107876E+04      0.12320000E+04
       2089.     -0.60474092E+04      0.10766682E+05     -0.99328828E+04     -0.66233871E+02      0.42249588E+02     -0.48107876E+04      0.12320000E+04
       2090.     -0.60474087E+04      0.11183011E+05     -0.92772939E+04     -0.66446968E+02      0.42005688E+02     -0.48107876E+04      0.12320000E+04
       2091.     -0.60474082E+04      0.11596880E+05     -0.86196699E+04     -0.66645554E+02      0.41752613E+02     -0.48107876E+04      0.12320000E+04
       2092.     -0.60474082E+04      0.12008201E+05     -0.79601523E+04     -0.66829590E+02      0.41490425E+02     -0.48107876E+04      0.12320000E+04
       2093.     -0.60474082E+04      0.12416883E+05     -0.72988867E+04     -0.66999039E+02      0.41219173E+02     -0.48107876E+04      0.12320000E+04
       2094.     -0.60474082E+04      0.12822836E+05     -0.66360166E+04     -0.67153862E+02      0.40938927E+02     -0.48107876E+04      0.12320000E+04
       2095.     -0.60474087E+04      0.13225973E+05     -0.59716870E+04     -0.67294014E+02      0.40649738E+02     -0.48107876E+04      0.12320000E+04
       2096.     -0.60474092E+04      0.13626204E+05     -0.53060430E+04     -0.67419472E+02      0.40351677E+02     -0.48107876E+04      0.12320000E+04
       2097.     -0.60474102E+04      0.14023443E+05     -0.46392295E+04     -0.67530220E+02      0.40044807E+02     -0.48107876E+04      0.12320000E+04
       2098.     -0.60474111E+04      0.14417604E+05     -0.39713931E+04     -0.67626213E+02      0.39729195E+02     -0.48107876E+04      0.12320000E+04
       2099.     -0.60474121E+04      0.14808600E+05     -0.33026787E+04     -0.67707443E+02      0.39404907E+02     -0.48107876E+04      0.12320000E+04
       2100.     -0.60474136E+04      0.15196344E+05     -0.26332329E+04     -0.67773888E+02      0.39072021E+02     -0.48107876E+04      0.12320000E+04
       2101.     -0.60474150E+04      0.15580754E+05     -0.19632013E+04     -0.67825531E+02      0.38730610E+02     -0.48107876E+04      0.12320000E+04
NS BraceMember_22.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       2102.      0.29592729E+04      0.38889019E+04      0.13550900E+05      0.83764473E+02     -0.20746012E+02     -0.70315786E+04      0.15370000E+04
       2103.      0.29592771E+04      0.36873152E+04      0.12737234E+05      0.83625496E+02     -0.20703016E+02     -0.70315786E+04      0.15370000E+04
       2104.      0.29592812E+04      0.34861423E+04      0.11924876E+05      0.83495155E+02     -0.20662167E+02     -0.70315786E+04      0.15370000E+04
       2105.      0.29592849E+04      0.32853625E+04      0.11113742E+05      0.83373444E+02     -0.20623455E+02     -0.70315786E+04      0.15370000E+04
       2106.      0.29592883E+04      0.30849548E+04      0.10303748E+05      0.83260338E+02     -0.20586880E+02     -0.70315786E+04      0.15370000E+04
       2107.      0.29592915E+04      0.28848984E+04      0.94948096E+04      0.83155830E+02     -0.20552435E+02     -0.70315786E+04      0.15370000E+04
       2108.      0.29592944E+04      0.26851726E+04      0.86868447E+04      0.83059914E+02     -0.20520117E+02     -0.70315786E+04      0.15370000E+04
       2109.      0.29592971E+04      0.24857571E+04      0.78797686E+04      0.82972580E+02     -0.20489923E+02     -0.70315786E+04      0.15370000E+04
       2110.      0.29592996E+04      0.22866306E+04      0.70734985E+04      0.82893806E+02     -0.20461849E+02     -0.70315786E+04      0.15370000E+04
       2111.      0.29593015E+04      0.20877732E+04      0.62679512E+04      0.82823601E+02     -0.20435892E+02     -0.70315786E+04      0.15370000E+04
       2112.      0.29593035E+04      0.18891638E+04      0.54630430E+04      0.82761948E+02     -0.20412046E+02     -0.70315786E+04      0.15370000E+04
       2113.      0.29593052E+04      0.16907822E+04      0.46586914E+04      0.82708847E+02     -0.20390314E+02     -0.70315786E+04      0.15370000E+04
       2114.      0.29593066E+04      0.14926077E+04      0.38548132E+04      0.82664284E+02     -0.20370689E+02     -0.70315786E+04      0.15370000E+04
       2115.      0.29593076E+04      0.12946199E+04      0.30513252E+04      0.82628265E+02     -0.20353170E+02     -0.70315786E+04      0.15370000E+04
       2116.      0.29593086E+04      0.10967982E+04      0.22481440E+04      0.82600777E+02     -0.20337755E+02     -0.70315786E+04      0.15370000E+04
       2117.      0.29593091E+04      0.89912231E+03      0.14451875E+04      0.82581825E+02     -0.20324442E+02     -0.70315786E+04      0.15370000E+04
       2118.      0.29593096E+04      0.70157172E+03      0.64237213E+03      0.82571396E+02     -0.20313231E+02     -0.70315786E+04      0.15370000E+04
       2119.      0.29593096E+04      0.50412607E+03     -0.16038490E+03      0.82569504E+02     -0.20304115E+02     -0.70315786E+04      0.15370000E+04
       2120.      0.29593096E+04      0.30676492E+03     -0.96316644E+03      0.82576141E+02     -0.20297098E+02     -0.70315786E+04      0.15370000E+04
       2121.      0.29593091E+04      0.10946790E+03     -0.17660554E+04      0.82591301E+02     -0.20292177E+02     -0.70315786E+04      0.15370000E+04
       2122.      0.29593083E+04     -0.87785370E+02     -0.25691348E+04      0.82614998E+02     -0.20289352E+02     -0.70315786E+04      0.15370000E+04
       2123.      0.29593076E+04     -0.28501526E+03     -0.33724875E+04      0.82647232E+02     -0.20288622E+02     -0.70315786E+04      0.15370000E+04
       2124.      0.29593064E+04     -0.48224210E+03     -0.41761968E+04      0.82687996E+02     -0.20289986E+02     -0.70315786E+04      0.15370000E+04
       2125.      0.29593049E+04     -0.67948633E+03     -0.49803452E+04      0.82737312E+02     -0.20293444E+02     -0.70315786E+04      0.15370000E+04
       2126.      0.29593035E+04     -0.87676819E+03     -0.57850161E+04      0.82795166E+02     -0.20298996E+02     -0.70315786E+04      0.15370000E+04
       2127.      0.29593015E+04     -0.10741082E+04     -0.65902930E+04      0.82861580E+02     -0.20306643E+02     -0.70315786E+04      0.15370000E+04
       2128.      0.29592993E+04     -0.12715265E+04     -0.73962583E+04      0.82936546E+02     -0.20316385E+02     -0.70315786E+04      0.15370000E+04
       2129.      0.29592969E+04     -0.14690436E+04     -0.82029951E+04      0.83020088E+02     -0.20328222E+02     -0.70315786E+04      0.15370000E+04
       2130.      0.29592942E+04     -0.16666798E+04     -0.90105879E+04      0.83112198E+02     -0.20342155E+02     -0.70315786E+04      0.15370000E+04
       2131.      0.29592913E+04     -0.18644556E+04     -0.98191201E+04      0.83212898E+02     -0.20358187E+02     -0.70315786E+04      0.15370000E+04
       2132.      0.29592881E+04     -0.20623911E+04     -0.10628674E+05      0.83322197E+02     -0.20376316E+02     -0.70315786E+04      0.15370000E+04
       2133.      0.29592847E+04     -0.22605071E+04     -0.11439333E+05      0.83440102E+02     -0.20396545E+02     -0.70315786E+04      0.15370000E+04
       2134.      0.29592808E+04     -0.24588240E+04     -0.12251183E+05      0.83566628E+02     -0.20418877E+02     -0.70315786E+04      0.15370000E+04
       2135.      0.29592769E+04     -0.26573618E+04     -0.13064306E+05      0.83701790E+02     -0.20443314E+02     -0.70315786E+04      0.15370000E+04
       2136.      0.29592725E+04     -0.28561414E+04     -0.13878786E+05      0.83845596E+02     -0.20469856E+02     -0.70315786E+04      0.15370000E+04
       2137.      0.29592681E+04     -0.30551829E+04     -0.14694709E+05      0.83998062E+02     -0.20498507E+02     -0.70315786E+04      0.15370000E+04
NS BraceMember_23.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       2138.      0.27497087E+04      0.16589105E+04     -0.11191178E+05     -0.58439007E+02     -0.11239913E+02     -0.56775322E+04      0.12170000E+04
       2139.      0.27497109E+04      0.15497708E+04     -0.10623540E+05     -0.58331024E+02     -0.11225620E+02     -0.56775322E+04      0.12170000E+04
       2140.      0.27497131E+04      0.14407614E+04     -0.10056926E+05     -0.58228638E+02     -0.11212401E+02     -0.56775322E+04      0.12170000E+04
       2141.      0.27497153E+04      0.13318717E+04     -0.94912803E+04     -0.58131844E+02     -0.11200256E+02     -0.56775322E+04      0.12170000E+04
       2142.      0.27497173E+04      0.12230914E+04     -0.89265498E+04     -0.58040630E+02     -0.11189182E+02     -0.56775322E+04      0.12170000E+04
       2143.      0.27497192E+04      0.11144102E+04     -0.83626797E+04     -0.57954987E+02     -0.11179180E+02     -0.56775322E+04      0.12170000E+04
       2144.      0.27497209E+04      0.10058174E+04     -0.77996152E+04     -0.57874908E+02     -0.11170248E+02     -0.56775322E+04      0.12170000E+04
       2145.      0.27497224E+04      0.89730292E+03     -0.72373037E+04     -0.57800381E+02     -0.11162386E+02     -0.56775322E+04      0.12170000E+04
       2146.      0.27497239E+04      0.78885626E+03     -0.66756899E+04     -0.57731407E+02     -0.11155592E+02     -0.56775322E+04      0.12170000E+04
       2147.      0.27497253E+04      0.68046692E+03     -0.61147202E+04     -0.57667973E+02     -0.11149867E+02     -0.56775322E+04      0.12170000E+04
       2148.      0.27497266E+04      0.57212469E+03     -0.55543413E+04     -0.57610073E+02     -0.11145211E+02     -0.56775322E+04      0.12170000E+04
       2149.      0.27497278E+04      0.46381903E+03     -0.49944995E+04     -0.57557705E+02     -0.11141623E+02     -0.56775322E+04      0.12170000E+04
       2150.      0.27497288E+04      0.35553967E+03     -0.44351401E+04     -0.57510860E+02     -0.11139102E+02     -0.56775322E+04      0.12170000E+04
       2151.      0.27497295E+04      0.24727620E+03     -0.38762100E+04     -0.57469540E+02     -0.11137650E+02     -0.56775322E+04      0.12170000E+04
       2152.      0.27497302E+04      0.13901823E+03     -0.33176555E+04     -0.57433731E+02     -0.11137264E+02     -0.56775322E+04      0.12170000E+04
       2153.      0.27497310E+04      0.30755390E+02     -0.27594231E+04     -0.57403435E+02     -0.11137947E+02     -0.56775322E+04      0.12170000E+04
       2154.      0.27497314E+04     -0.77522713E+02     -0.22014592E+04     -0.57378651E+02     -0.11139698E+02     -0.56775322E+04      0.12170000E+04
       2155.      0.27497317E+04     -0.18582645E+03     -0.16437100E+04     -0.57359375E+02     -0.11142518E+02     -0.56775322E+04      0.12170000E+04
       2156.      0.27497322E+04     -0.29416623E+03     -0.10861221E+04     -0.57345604E+02     -0.11146407E+02     -0.56775322E+04      0.12170000E+04
       2157.      0.27497322E+04     -0.40255243E+03     -0.52864203E+03     -0.57337337E+02     -0.11151365E+02     -0.56775322E+04      0.12170000E+04
       2158.      0.27497322E+04     -0.51099545E+03      0.28783800E+02     -0.57334576E+02     -0.11157393E+02     -0.56775322E+04      0.12170000E+04
       2159.      0.27497322E+04     -0.61950574E+03      0.58620880E+03     -0.57337315E+02     -0.11164494E+02     -0.56775322E+04      0.12170000E+04
       2160.      0.27497319E+04     -0.72809363E+03      0.11436866E+04     -0.57345558E+02     -0.11172665E+02     -0.56775322E+04      0.12170000E+04
       2161.      0.27497317E+04     -0.83676959E+03      0.17012706E+04     -0.57359306E+02     -0.11181909E+02     -0.56775322E+04      0.12170000E+04
       2162.      0.27497312E+04     -0.94554413E+03      0.22590144E+04     -0.57378559E+02     -0.11192226E+02     -0.56775322E+04      0.12170000E+04
       2163.      0.27497307E+04     -0.10544276E+04      0.28169714E+04     -0.57403320E+02     -0.11203619E+02     -0.56775322E+04      0.12170000E+04
       2164.      0.27497300E+04     -0.11634304E+04      0.33751953E+04     -0.57433590E+02     -0.11216089E+02     -0.56775322E+04      0.12170000E+04
       2165.      0.27497292E+04     -0.12725632E+04      0.39337395E+04     -0.57469372E+02     -0.11229636E+02     -0.56775322E+04      0.12170000E+04
       2166.      0.27497283E+04     -0.13818364E+04      0.44926577E+04     -0.57510670E+02     -0.11244262E+02     -0.56775322E+04      0.12170000E+04
       2167.      0.27497273E+04     -0.14912604E+04      0.50520039E+04     -0.57557487E+02     -0.11259969E+02     -0.56775322E+04      0.12170000E+04
       2168.      0.27497261E+04     -0.16008458E+04      0.56118311E+04     -0.57609829E+02     -0.11276758E+02     -0.56775322E+04      0.12170000E+04
       2169.      0.27497249E+04     -0.17106033E+04      0.61721938E+04     -0.57667702E+02     -0.11294632E+02     -0.56775322E+04      0.12170000E+04
       2170.      0.27497234E+04     -0.18205431E+04      0.67331450E+04     -0.57731110E+02     -0.11313591E+02     -0.56775322E+04      0.12170000E+04
       2171.      0.27497217E+04     -0.19306760E+04      0.72947388E+04     -0.57800056E+02     -0.11333639E+02     -0.56775322E+04      0.12170000E+04
       2172.      0.27497202E+04     -0.20410126E+04      0.78570298E+04     -0.57874550E+02     -0.11354776E+02     -0.56775322E+04      0.12170000E+04
       2173.      0.27497183E+04     -0.21515635E+04      0.84200703E+04     -0.57954601E+02     -0.11377007E+02     -0.56775322E+04      0.12170000E+04
NS BraceMember_24.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       2174.      0.13058560E+04      0.17684659E+04     -0.86318691E+04     -0.43365326E+02     -0.12209411E+02     -0.66960151E+04      0.15370000E+04
       2175.      0.13058574E+04      0.16498571E+04     -0.82104443E+04     -0.43325455E+02     -0.12202749E+02     -0.66960151E+04      0.15370000E+04
       2176.      0.13058586E+04      0.15313073E+04     -0.77893989E+04     -0.43287563E+02     -0.12196644E+02     -0.66960151E+04      0.15370000E+04
       2177.      0.13058599E+04      0.14128109E+04     -0.73687134E+04     -0.43251640E+02     -0.12191092E+02     -0.66960151E+04      0.15370000E+04
       2178.      0.13058611E+04      0.12943629E+04     -0.69483677E+04     -0.43217693E+02     -0.12186095E+02     -0.66960151E+04      0.15370000E+04
       2179.      0.13058622E+04      0.11759578E+04     -0.65283438E+04     -0.43185715E+02     -0.12181653E+02     -0.66960151E+04      0.15370000E+04
       2180.      0.13058632E+04      0.10575901E+04     -0.61086221E+04     -0.43155704E+02     -0.12177765E+02     -0.66960151E+04      0.15370000E+04
       2181.      0.13058641E+04      0.93925439E+03     -0.56891831E+04     -0.43127663E+02     -0.12174431E+02     -0.66960151E+04      0.15370000E+04
       2182.      0.13058651E+04      0.82094543E+03     -0.52700083E+04     -0.43101585E+02     -0.12171651E+02     -0.66960151E+04      0.15370000E+04
       2183.      0.13058658E+04      0.70265778E+03     -0.48510781E+04     -0.43077477E+02     -0.12169424E+02     -0.66960151E+04      0.15370000E+04
       2184.      0.13058666E+04      0.58438605E+03     -0.44323735E+04     -0.43055328E+02     -0.12167752E+02     -0.66960151E+04      0.15370000E+04
       2185.      0.13058673E+04      0.46612488E+03     -0.40138760E+04     -0.43035149E+02     -0.12166634E+02     -0.66960151E+04      0.15370000E+04
       2186.      0.13058679E+04      0.34786884E+03     -0.35955659E+04     -0.43016926E+02     -0.12166069E+02     -0.66960151E+04      0.15370000E+04
       2187.      0.13058684E+04      0.22961256E+03     -0.31774241E+04     -0.43000664E+02     -0.12166059E+02     -0.66960151E+04      0.15370000E+04
       2188.      0.13058689E+04      0.11135066E+03     -0.27594319E+04     -0.42986366E+02     -0.12166602E+02     -0.66960151E+04      0.15370000E+04
       2189.      0.13058693E+04     -0.69222350E+01     -0.23415701E+04     -0.42974026E+02     -0.12167700E+02     -0.66960151E+04      0.15370000E+04
       2190.      0.13058696E+04     -0.12521152E+03     -0.19238193E+04     -0.42963646E+02     -0.12169353E+02     -0.66960151E+04      0.15370000E+04
       2191.      0.13058699E+04     -0.24352260E+03     -0.15061610E+04     -0.42955223E+02     -0.12171558E+02     -0.66960151E+04      0.15370000E+04
       2192.      0.13058701E+04     -0.36186084E+03     -0.10885758E+04     -0.42948761E+02     -0.12174320E+02     -0.66960151E+04      0.15370000E+04
       2193.      0.13058702E+04     -0.48023163E+03     -0.67104486E+03     -0.42944252E+02     -0.12177636E+02     -0.66960151E+04      0.15370000E+04
       2194.      0.13058702E+04     -0.59864038E+03     -0.25354903E+03     -0.42941708E+02     -0.12181507E+02     -0.66960151E+04      0.15370000E+04
       2195.      0.13058702E+04     -0.71709253E+03      0.16393066E+03     -0.42941116E+02     -0.12185933E+02     -0.66960151E+04      0.15370000E+04
       2196.      0.13058701E+04     -0.83559338E+03      0.58141327E+03     -0.42942482E+02     -0.12190915E+02     -0.66960151E+04      0.15370000E+04
       2197.      0.13058700E+04     -0.95414844E+03      0.99891785E+03     -0.42945808E+02     -0.12196453E+02     -0.66960151E+04      0.15370000E+04
       2198.      0.13058698E+04     -0.10727631E+04      0.14164634E+04     -0.42951092E+02     -0.12202547E+02     -0.66960151E+04      0.15370000E+04
       2199.      0.13058694E+04     -0.11914426E+04      0.18340690E+04     -0.42958328E+02     -0.12209198E+02     -0.66960151E+04      0.15370000E+04
       2200.      0.13058690E+04     -0.13101926E+04      0.22517534E+04     -0.42967529E+02     -0.12216406E+02     -0.66960151E+04      0.15370000E+04
       2201.      0.13058687E+04     -0.14290183E+04      0.26695361E+04     -0.42978683E+02     -0.12224171E+02     -0.66960151E+04      0.15370000E+04
       2202.      0.13058682E+04     -0.15479254E+04      0.30874360E+04     -0.42991802E+02     -0.12232493E+02     -0.66960151E+04      0.15370000E+04
       2203.      0.13058676E+04     -0.16669191E+04      0.35054722E+04     -0.43006878E+02     -0.12241374E+02     -0.66960151E+04      0.15370000E+04
       2204.      0.13058668E+04     -0.17860048E+04      0.39236633E+04     -0.43023914E+02     -0.12250813E+02     -0.66960151E+04      0.15370000E+04
       2205.      0.13058662E+04     -0.19051880E+04      0.43420288E+04     -0.43042912E+02     -0.12260813E+02     -0.66960151E+04      0.15370000E+04
       2206.      0.13058654E+04     -0.20244742E+04      0.47605879E+04     -0.43063873E+02     -0.12271371E+02     -0.66960151E+04      0.15370000E+04
       2207.      0.13058645E+04     -0.21438689E+04      0.51793589E+04     -0.43086796E+02     -0.12282490E+02     -0.66960151E+04      0.15370000E+04
       2208.      0.13058635E+04     -0.22633774E+04      0.55983618E+04     -0.43111683E+02     -0.12294169E+02     -0.66960151E+04      0.15370000E+04
       2209.      0.13058625E+04     -0.23830051E+04      0.60176157E+04     -0.43138531E+02     -0.12306411E+02     -0.66960151E+04      0.15370000E+04
NS BraceMember_25.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       2210.     -0.27716128E+04      0.30482495E+04     -0.12869354E+05     -0.65688393E+02     -0.13379726E+02     -0.54443911E+04      0.12170000E+04
       2211.     -0.27716094E+04      0.29143657E+04     -0.12211806E+05     -0.65816467E+02     -0.13411975E+02     -0.54443911E+04      0.12170000E+04
       2212.     -0.27716064E+04      0.27801624E+04     -0.11553012E+05     -0.65937805E+02     -0.13442855E+02     -0.54443911E+04      0.12170000E+04
       2213.     -0.27716035E+04      0.26456531E+04     -0.10893039E+05     -0.66052383E+02     -0.13472361E+02     -0.54443911E+04      0.12170000E+04
       2214.     -0.27716008E+04      0.25108516E+04     -0.10231955E+05     -0.66160202E+02     -0.13500491E+02     -0.54443911E+04      0.12170000E+04
       2215.     -0.27715984E+04      0.23757717E+04     -0.95698271E+04     -0.66261238E+02     -0.13527242E+02     -0.54443911E+04      0.12170000E+04
       2216.     -0.27715959E+04      0.22404270E+04     -0.89067236E+04     -0.66355492E+02     -0.13552610E+02     -0.54443911E+04      0.12170000E+04
       2217.     -0.27715938E+04      0.21048318E+04     -0.82427129E+04     -0.66442955E+02     -0.13576594E+02     -0.54443911E+04      0.12170000E+04
       2218.     -0.27715918E+04      0.19689996E+04     -0.75778618E+04     -0.66523605E+02     -0.13599191E+02     -0.54443911E+04      0.12170000E+04
       2219.     -0.27715898E+04      0.18329443E+04     -0.69122397E+04     -0.66597443E+02     -0.13620397E+02     -0.54443911E+04      0.12170000E+04
       2220.     -0.27715881E+04      0.16966799E+04     -0.62459136E+04     -0.66664459E+02     -0.13640210E+02     -0.54443911E+04      0.12170000E+04
       2221.     -0.27715867E+04      0.15602203E+04     -0.55789526E+04     -0.66724655E+02     -0.13658629E+02     -0.54443911E+04      0.12170000E+04
       2222.     -0.27715852E+04      0.14235795E+04     -0.49114243E+04     -0.66778015E+02     -0.13675651E+02     -0.54443911E+04      0.12170000E+04
       2223.     -0.27715840E+04      0.12867714E+04     -0.42433979E+04     -0.66824532E+02     -0.13691274E+02     -0.54443911E+04      0.12170000E+04
       2224.     -0.27715830E+04      0.11498099E+04     -0.35749412E+04     -0.66864204E+02     -0.13705496E+02     -0.54443911E+04      0.12170000E+04
       2225.     -0.27715820E+04      0.10127093E+04     -0.29061228E+04     -0.66897034E+02     -0.13718316E+02     -0.54443911E+04      0.12170000E+04
       2226.     -0.27715815E+04      0.87548340E+03     -0.22370112E+04     -0.66923012E+02     -0.13729732E+02     -0.54443911E+04      0.12170000E+04
       2227.     -0.27715811E+04      0.73814636E+03     -0.15676749E+04     -0.66942131E+02     -0.13739742E+02     -0.54443911E+04      0.12170000E+04
       2228.     -0.27715806E+04      0.60071210E+03     -0.89818250E+03     -0.66954399E+02     -0.13748347E+02     -0.54443911E+04      0.12170000E+04
       2229.     -0.27715806E+04      0.46319485E+03     -0.22860254E+03     -0.66959808E+02     -0.13755544E+02     -0.54443911E+04      0.12170000E+04
       2230.     -0.27715806E+04      0.32560861E+03      0.44099640E+03     -0.66958359E+02     -0.13761332E+02     -0.54443911E+04      0.12170000E+04
       2231.     -0.27715806E+04      0.18796747E+03      0.11105458E+04     -0.66950058E+02     -0.13765710E+02     -0.54443911E+04      0.12170000E+04
       2232.     -0.27715811E+04      0.50285545E+02      0.17799769E+04     -0.66934898E+02     -0.13768679E+02     -0.54443911E+04      0.12170000E+04
       2233.     -0.27715815E+04     -0.87423065E+02      0.24492214E+04     -0.66912880E+02     -0.13770236E+02     -0.54443911E+04      0.12170000E+04
       2234.     -0.27715823E+04     -0.22514426E+03      0.31182107E+04     -0.66884018E+02     -0.13770384E+02     -0.54443911E+04      0.12170000E+04
       2235.     -0.27715830E+04     -0.36286392E+03      0.37868762E+04     -0.66848297E+02     -0.13769119E+02     -0.54443911E+04      0.12170000E+04
       2236.     -0.27715842E+04     -0.50056793E+03      0.44551494E+04     -0.66805733E+02     -0.13766443E+02     -0.54443911E+04      0.12170000E+04
       2237.     -0.27715852E+04     -0.63824219E+03      0.51229619E+04     -0.66756332E+02     -0.13762357E+02     -0.54443911E+04      0.12170000E+04
       2238.     -0.27715867E+04     -0.77587256E+03      0.57902456E+04     -0.66700096E+02     -0.13756859E+02     -0.54443911E+04      0.12170000E+04
       2239.     -0.27715881E+04     -0.91344489E+03      0.64569316E+04     -0.66637024E+02     -0.13749950E+02     -0.54443911E+04      0.12170000E+04
       2240.     -0.27715901E+04     -0.10509452E+04      0.71229521E+04     -0.66567131E+02     -0.13741632E+02     -0.54443911E+04      0.12170000E+04
       2241.     -0.27715918E+04     -0.11883593E+04      0.77882388E+04     -0.66490417E+02     -0.13731903E+02     -0.54443911E+04      0.12170000E+04
       2242.     -0.27715940E+04     -0.13256730E+04      0.84527236E+04     -0.66406898E+02     -0.13720766E+02     -0.54443911E+04      0.12170000E+04
       2243.     -0.27715962E+04     -0.14628724E+04      0.91163379E+04     -0.66316582E+02     -0.13708221E+02     -0.54443911E+04      0.12170000E+04
       2244.     -0.27715986E+04     -0.15999432E+04      0.97790146E+04     -0.66219475E+02     -0.13694269E+02     -0.54443911E+04      0.12170000E+04
NS BraceMember_26.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       2245.     -0.78464741E+04     -0.14546877E+05      0.30845891E+04      0.86905914E+02      0.25041800E+02     -0.59910952E+04      0.12320000E+04
       2246.     -0.78464722E+04     -0.14297394E+05      0.22253711E+04      0.86981285E+02      0.25457619E+02     -0.59910952E+04      0.12320000E+04
       2247.     -0.78464702E+04     -0.14043832E+05      0.13655317E+04      0.87032021E+02      0.25866232E+02     -0.59910952E+04      0.12320000E+04
       2248.     -0.78464683E+04     -0.13786263E+05      0.50531454E+03      0.87058083E+02      0.26267521E+02     -0.59910952E+04      0.12320000E+04
       2249.     -0.78464673E+04     -0.13524760E+05     -0.35503662E+03      0.87059486E+02      0.26661371E+02     -0.59910952E+04      0.12320000E+04
       2250.     -0.78464658E+04     -0.13259396E+05     -0.12152781E+04      0.87036224E+02      0.27047670E+02     -0.59910952E+04      0.12320000E+04
       2251.     -0.78464653E+04     -0.12990248E+05     -0.20751660E+04      0.86988297E+02      0.27426310E+02     -0.59910952E+04      0.12320000E+04
       2252.     -0.78464648E+04     -0.12717392E+05     -0.29344568E+04      0.86915718E+02      0.27797180E+02     -0.59910952E+04      0.12320000E+04
       2253.     -0.78464644E+04     -0.12440903E+05     -0.37929067E+04      0.86818520E+02      0.28160175E+02     -0.59910952E+04      0.12320000E+04
       2254.     -0.78464648E+04     -0.12160861E+05     -0.46502729E+04      0.86696716E+02      0.28515192E+02     -0.59910952E+04      0.12320000E+04
       2255.     -0.78464648E+04     -0.11877346E+05     -0.55063125E+04      0.86550354E+02      0.28862129E+02     -0.59910952E+04      0.12320000E+04
       2256.     -0.78464658E+04     -0.11590438E+05     -0.63607832E+04      0.86379471E+02      0.29200888E+02     -0.59910952E+04      0.12320000E+04
       2257.     -0.78464663E+04     -0.11300217E+05     -0.72134419E+04      0.86184113E+02      0.29531370E+02     -0.59910952E+04      0.12320000E+04
       2258.     -0.78464678E+04     -0.11006766E+05     -0.80640479E+04      0.85964333E+02      0.29853481E+02     -0.59910952E+04      0.12320000E+04
       2259.     -0.78464692E+04     -0.10710168E+05     -0.89123594E+04      0.85720200E+02      0.30167131E+02     -0.59910952E+04      0.12320000E+04
       2260.     -0.78464707E+04     -0.10410509E+05     -0.97581377E+04      0.85451782E+02      0.30472231E+02     -0.59910952E+04      0.12320000E+04
       2261.     -0.78464731E+04     -0.10107871E+05     -0.10601141E+05      0.85159157E+02      0.30768690E+02     -0.59910952E+04      0.12320000E+04
       2262.     -0.78464751E+04     -0.98023408E+04     -0.11441132E+05      0.84842407E+02      0.31056425E+02     -0.59910952E+04      0.12320000E+04
