NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1076.      0.10824790E+06      0.12025245E+06      0.63616375E+06      0.61543774E+03      0.15547639E+04      0.16971341E+06      0.10200000E+03
       1077.      0.10824792E+06      0.13581086E+06      0.63004569E+06      0.60804474E+03      0.15562520E+04      0.16971341E+06      0.10200000E+03
       1078.      0.10824794E+06      0.15138503E+06      0.62400112E+06      0.60072314E+03      0.15579227E+04      0.16971341E+06      0.10200000E+03
NS ColMember_97.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1079.      0.11289316E+06      0.18533381E+06      0.63129506E+06      0.61042834E+03     -0.38795652E+04      0.17143659E+06      0.87000000E+02
       1080.      0.11289324E+06      0.15624570E+06      0.62673812E+06      0.60458405E+03     -0.38780085E+04      0.17143659E+06      0.87000000E+02
NS ColMember_98.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1081.      0.11282414E+06     -0.66276891E+05     -0.55203181E+06      0.89834985E+03      0.21670159E+04      0.16187939E+06      0.00000000E+00
       1082.      0.11282409E+06     -0.45335375E+05     -0.56074750E+06      0.90497626E+03      0.21663362E+04      0.16187939E+06      0.00000000E+00
       1083.      0.11282405E+06     -0.24399285E+05     -0.56952788E+06      0.91170612E+03      0.21659038E+04      0.16187939E+06      0.00000000E+00
       1084.      0.11282400E+06     -0.34662205E+04     -0.57837394E+06      0.91854016E+03      0.21657188E+04      0.16187939E+06      0.00000000E+00
       1085.      0.11282394E+06      0.17466205E+05     -0.58728662E+06      0.92547913E+03      0.21657812E+04      0.16187939E+06      0.00000000E+00
       1086.      0.11282388E+06      0.38400383E+05     -0.59626706E+06      0.93252393E+03      0.21660908E+04      0.16187939E+06      0.00000000E+00
       1087.      0.11282380E+06      0.59338707E+05     -0.60531619E+06      0.93967529E+03      0.21666479E+04      0.16187939E+06      0.00000000E+00
       1088.      0.11282373E+06      0.80283562E+05     -0.61443506E+06      0.94693408E+03      0.21674526E+04      0.16187939E+06      0.00000000E+00
       1089.      0.11282365E+06      0.10123735E+06     -0.62362475E+06      0.95430115E+03      0.21685046E+04      0.16187939E+06      0.00000000E+00
NS ColMember_99.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1090.     -0.24845852E+06      0.35883278E+06      0.82053806E+06     -0.38696039E+03      0.19204285E+04      0.15555212E+06      0.00000000E+00
       1091.     -0.24845861E+06      0.37735472E+06      0.82417238E+06     -0.36532660E+03      0.19107711E+04      0.15555212E+06      0.00000000E+00
       1092.     -0.24845872E+06      0.39578100E+06      0.82759700E+06     -0.34360034E+03      0.19006282E+04      0.15555212E+06      0.00000000E+00
       1093.     -0.24845883E+06      0.41410688E+06      0.83081112E+06     -0.32178714E+03      0.18900023E+04      0.15555212E+06      0.00000000E+00
       1094.     -0.24845894E+06      0.43232772E+06      0.83381388E+06     -0.29989252E+03      0.18788961E+04      0.15555212E+06      0.00000000E+00
       1095.     -0.24845905E+06      0.45043894E+06      0.83660450E+06     -0.27792209E+03      0.18673124E+04      0.15555212E+06      0.00000000E+00
       1096.     -0.24845916E+06      0.46843588E+06      0.83918231E+06     -0.25588141E+03      0.18552542E+04      0.15555212E+06      0.00000000E+00
       1097.     -0.24845928E+06      0.48631400E+06      0.84154669E+06     -0.23377609E+03      0.18427245E+04      0.15555212E+06      0.00000000E+00
       1098.     -0.24845939E+06      0.50406872E+06      0.84369700E+06     -0.21161176E+03      0.18297266E+04      0.15555212E+06      0.00000000E+00
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1099.     -0.23791794E+06     -0.31032550E+06     -0.69318256E+06      0.43280603E+03      0.19404486E+04      0.21103130E+06      0.20420000E+04
       1100.     -0.23791791E+06     -0.29088641E+06     -0.69741862E+06      0.41478281E+03      0.19482531E+04      0.21103130E+06      0.20420000E+04
       1101.     -0.23791788E+06     -0.27137184E+06     -0.70147400E+06      0.39665201E+03      0.19555515E+04      0.21103130E+06      0.20420000E+04
       1102.     -0.23791786E+06     -0.25178688E+06     -0.70534769E+06      0.37841833E+03      0.19623422E+04      0.21103130E+06      0.20420000E+04
       1103.     -0.23791783E+06     -0.23213656E+06     -0.70903875E+06      0.36008649E+03      0.19686232E+04      0.21103130E+06      0.20420000E+04
       1104.     -0.23791781E+06     -0.21242602E+06     -0.71254606E+06      0.34166122E+03      0.19743929E+04      0.21103130E+06      0.20420000E+04
       1105.     -0.23791780E+06     -0.19266036E+06     -0.71586888E+06      0.32314731E+03      0.19796500E+04      0.21103130E+06      0.20420000E+04
       1106.     -0.23791778E+06     -0.17284473E+06     -0.71900625E+06      0.30454956E+03      0.19843929E+04      0.21103130E+06      0.20420000E+04
       1107.     -0.23791777E+06     -0.15298427E+06     -0.72195738E+06      0.28587280E+03      0.19886206E+04      0.21103130E+06      0.20420000E+04
       1108.     -0.23791775E+06     -0.13308411E+06     -0.72472150E+06      0.26712183E+03      0.19923319E+04      0.21103130E+06      0.20420000E+04
       1109.     -0.23791775E+06     -0.11314946E+06     -0.72729794E+06      0.24830154E+03      0.19955258E+04      0.21103130E+06      0.20420000E+04
       1110.     -0.23791775E+06     -0.93185477E+05     -0.72968594E+06      0.22941679E+03      0.19982013E+04      0.21103130E+06      0.20420000E+04
       1111.     -0.23791775E+06     -0.73197344E+05     -0.73188494E+06      0.21047247E+03      0.20003580E+04      0.21103130E+06      0.20420000E+04
       1112.     -0.23791775E+06     -0.53190254E+05     -0.73389438E+06      0.19147348E+03      0.20019954E+04      0.21103130E+06      0.20420000E+04
       1113.     -0.23791775E+06     -0.33169402E+05     -0.73571369E+06      0.17242476E+03      0.20031127E+04      0.21103130E+06      0.20420000E+04
       1114.     -0.23791777E+06     -0.13139992E+05     -0.73734244E+06      0.15333124E+03      0.20037100E+04      0.21103130E+06      0.20420000E+04
       1115.     -0.23791777E+06      0.68927808E+04     -0.73878019E+06      0.13419786E+03      0.20037867E+04      0.21103130E+06      0.20420000E+04
       1116.     -0.23791778E+06      0.26923713E+05     -0.74002656E+06      0.11502956E+03      0.20033433E+04      0.21103130E+06      0.20420000E+04
       1117.     -0.23791780E+06      0.46947602E+05     -0.74108125E+06      0.95831337E+02      0.20023795E+04      0.21103130E+06      0.20420000E+04
       1118.     -0.23791781E+06      0.66959242E+05     -0.74194400E+06      0.76608139E+02      0.20008959E+04      0.21103130E+06      0.20420000E+04
       1119.     -0.23791784E+06      0.86953453E+05     -0.74261450E+06      0.57364964E+02      0.19988926E+04      0.21103130E+06      0.20420000E+04
       1120.     -0.23791786E+06      0.10692502E+06     -0.74309262E+06      0.38106781E+02      0.19963702E+04      0.21103130E+06      0.20420000E+04
       1121.     -0.23791789E+06      0.12686878E+06     -0.74337831E+06      0.18838587E+02      0.19933295E+04      0.21103130E+06      0.20420000E+04
       1122.     -0.23791792E+06      0.14677953E+06     -0.74347138E+06     -0.43462911E+00      0.19897710E+04      0.21103130E+06      0.20420000E+04
       1123.     -0.23791795E+06      0.16665212E+06     -0.74337181E+06     -0.19707874E+02      0.19856959E+04      0.21103130E+06      0.20420000E+04
       1124.     -0.23791798E+06      0.18648139E+06     -0.74307975E+06     -0.38976158E+02      0.19811051E+04      0.21103130E+06      0.20420000E+04
       1125.     -0.23791803E+06      0.20626217E+06     -0.74259512E+06     -0.58234486E+02      0.19760000E+04      0.21103130E+06      0.20420000E+04
       1126.     -0.23791806E+06      0.22598934E+06     -0.74191819E+06     -0.77477867E+02      0.19703816E+04      0.21103130E+06      0.20420000E+04
       1127.     -0.23791811E+06      0.24565778E+06     -0.74104900E+06     -0.96701324E+02      0.19642517E+04      0.21103130E+06      0.20420000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1128.     -0.24168466E+06      0.27460822E+06      0.79948825E+06      0.37300027E+04      0.27778732E+03      0.21970077E+06      0.23320000E+04
       1129.     -0.24168442E+06      0.27667525E+06      0.77145300E+06      0.37455720E+04      0.27223911E+03      0.21970077E+06      0.23320000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1130.     -0.24163558E+06      0.29760675E+06     -0.80491194E+06      0.47470047E+02     -0.11282820E+04      0.22455436E+06      0.23470000E+04
       1131.     -0.24163555E+06      0.28627912E+06     -0.80528225E+06      0.26169188E+02     -0.11359944E+04      0.22455436E+06      0.23470000E+04
       1132.     -0.24163552E+06      0.27487591E+06     -0.80543944E+06      0.48611231E+01     -0.11434060E+04      0.22455436E+06      0.23470000E+04
       1133.     -0.24163548E+06      0.26340009E+06     -0.80538344E+06     -0.16448505E+02     -0.11505146E+04      0.22455436E+06      0.23470000E+04
       1134.     -0.24163545E+06      0.25185470E+06     -0.80511425E+06     -0.37754059E+02     -0.11573187E+04      0.22455434E+06      0.23470000E+04
       1135.     -0.24163541E+06      0.24024281E+06     -0.80463200E+06     -0.59049892E+02     -0.11638162E+04      0.22455434E+06      0.23470000E+04
       1136.     -0.24163538E+06      0.22856750E+06     -0.80393675E+06     -0.80330376E+02     -0.11700055E+04      0.22455434E+06      0.23470000E+04
       1137.     -0.24163534E+06      0.21683184E+06     -0.80302869E+06     -0.10158988E+03     -0.11758849E+04      0.22455434E+06      0.23470000E+04
       1138.     -0.24163531E+06      0.20503895E+06     -0.80190812E+06     -0.12282277E+03     -0.11814529E+04      0.22455434E+06      0.23470000E+04
       1139.     -0.24163527E+06      0.19319195E+06     -0.80057525E+06     -0.14402342E+03     -0.11867080E+04      0.22455434E+06      0.23470000E+04
       1140.     -0.24163523E+06      0.18129400E+06     -0.79903050E+06     -0.16518623E+03     -0.11916489E+04      0.22455434E+06      0.23470000E+04
       1141.     -0.24163519E+06      0.16934822E+06     -0.79727425E+06     -0.18630560E+03     -0.11962743E+04      0.22455434E+06      0.23470000E+04
       1142.     -0.24163516E+06      0.15735778E+06     -0.79530694E+06     -0.20737593E+03     -0.12005829E+04      0.22455434E+06      0.23470000E+04
       1143.     -0.24163512E+06      0.14532586E+06     -0.79312912E+06     -0.22839165E+03     -0.12045735E+04      0.22455434E+06      0.23470000E+04
       1144.     -0.24163508E+06      0.13325564E+06     -0.79074131E+06     -0.24934718E+03     -0.12082451E+04      0.22455434E+06      0.23470000E+04
       1145.     -0.24163505E+06      0.12115033E+06     -0.78814419E+06     -0.27023700E+03     -0.12115968E+04      0.22455434E+06      0.23470000E+04
       1146.     -0.24163500E+06      0.10901312E+06     -0.78533850E+06     -0.29105557E+03     -0.12146278E+04      0.22455434E+06      0.23470000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1147.     -0.24157252E+06      0.12970419E+06     -0.79062069E+06      0.45561871E+03     -0.15222772E+04      0.22082753E+06      0.25170000E+04
       1148.     -0.24157253E+06      0.11827338E+06     -0.79397950E+06      0.43989215E+03     -0.15247433E+04      0.22082753E+06      0.25170000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1149.     -0.24174578E+06     -0.29480894E+06      0.76560925E+06     -0.38143039E+03      0.13420681E+04      0.21582139E+06      0.25320000E+04
       1150.     -0.24174577E+06     -0.28134441E+06      0.76932419E+06     -0.36110898E+03      0.13496918E+04      0.21582139E+06      0.25320000E+04
       1151.     -0.24174575E+06     -0.26780538E+06      0.77283531E+06     -0.34069186E+03      0.13569580E+04      0.21582139E+06      0.25320000E+04
       1152.     -0.24174573E+06     -0.25419548E+06      0.77614169E+06     -0.32018448E+03      0.13638650E+04      0.21582139E+06      0.25320000E+04
       1153.     -0.24174573E+06     -0.24051828E+06      0.77924250E+06     -0.29959222E+03      0.13704106E+04      0.21582139E+06      0.25320000E+04
       1154.     -0.24174572E+06     -0.22677742E+06      0.78213688E+06     -0.27892056E+03      0.13765935E+04      0.21582139E+06      0.25320000E+04
       1155.     -0.24174570E+06     -0.21297652E+06      0.78482406E+06     -0.25817499E+03      0.13824119E+04      0.21582139E+06      0.25320000E+04
       1156.     -0.24174570E+06     -0.19911925E+06      0.78730338E+06     -0.23736096E+03      0.13878641E+04      0.21582139E+06      0.25320000E+04
       1157.     -0.24174569E+06     -0.18520928E+06      0.78957406E+06     -0.21648404E+03      0.13929489E+04      0.21582139E+06      0.25320000E+04
       1158.     -0.24174569E+06     -0.17125030E+06      0.79163562E+06     -0.19554973E+03      0.13976648E+04      0.21582139E+06      0.25320000E+04
       1159.     -0.24174567E+06     -0.15724597E+06      0.79348750E+06     -0.17456357E+03      0.14020105E+04      0.21582139E+06      0.25320000E+04
       1160.     -0.24174567E+06     -0.14320005E+06      0.79512919E+06     -0.15353113E+03      0.14059851E+04      0.21582139E+06      0.25320000E+04
       1161.     -0.24174566E+06     -0.12911621E+06      0.79656019E+06     -0.13245798E+03      0.14095873E+04      0.21582139E+06      0.25320000E+04
       1162.     -0.24174564E+06     -0.11499821E+06      0.79778019E+06     -0.11134969E+03      0.14128163E+04      0.21582139E+06      0.25320000E+04
       1163.     -0.24174564E+06     -0.10084978E+06      0.79878888E+06     -0.90211884E+02      0.14156711E+04      0.21582139E+06      0.25320000E+04
       1164.     -0.24174564E+06     -0.86674672E+05      0.79958600E+06     -0.69050133E+02      0.14181511E+04      0.21582139E+06      0.25320000E+04
       1165.     -0.24174562E+06     -0.72476641E+05      0.80017125E+06     -0.47870049E+02      0.14202555E+04      0.21582139E+06      0.25320000E+04
       1166.     -0.24174562E+06     -0.58259430E+05      0.80054456E+06     -0.26677248E+02      0.14219839E+04      0.21582139E+06      0.25320000E+04
       1167.     -0.24174561E+06     -0.44026820E+05      0.80070575E+06     -0.54773388E+01      0.14233357E+04      0.21582139E+06      0.25320000E+04
       1168.     -0.24174561E+06     -0.29782572E+05      0.80065488E+06      0.15724060E+02      0.14243107E+04      0.21582139E+06      0.25320000E+04
       1169.     -0.24174559E+06     -0.15530460E+05      0.80039188E+06      0.36921333E+02      0.14249084E+04      0.21582139E+06      0.25320000E+04
       1170.     -0.24174559E+06     -0.12742588E+04      0.79991688E+06      0.58108864E+02      0.14251289E+04      0.21582139E+06      0.25320000E+04
       1171.     -0.24174559E+06      0.12982257E+05      0.79922994E+06      0.79281044E+02      0.14249720E+04      0.21582139E+06      0.25320000E+04
       1172.     -0.24174558E+06      0.27235312E+05      0.79833131E+06      0.10043226E+03      0.14244377E+04      0.21582139E+06      0.25320000E+04
       1173.     -0.24174558E+06      0.41481133E+05      0.79722119E+06      0.12155691E+03      0.14235264E+04      0.21582139E+06      0.25320000E+04
       1174.     -0.24174558E+06      0.55715949E+05      0.79589981E+06      0.14264940E+03      0.14222380E+04      0.21582139E+06      0.25320000E+04
       1175.     -0.24174558E+06      0.69935992E+05      0.79436769E+06      0.16370413E+03      0.14205730E+04      0.21582138E+06      0.25320000E+04
       1176.     -0.24174558E+06      0.84137484E+05      0.79262506E+06      0.18471555E+03      0.14185320E+04      0.21582138E+06      0.25320000E+04
       1177.     -0.24174556E+06      0.98316680E+05      0.79067250E+06      0.20567805E+03      0.14161152E+04      0.21582138E+06      0.25320000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1178.     -0.24002175E+06     -0.32272741E+06      0.68067256E+06     -0.50094321E+04      0.12283572E+04      0.21445377E+06      0.28370000E+04
       1179.     -0.24002200E+06     -0.31348722E+06      0.71819381E+06     -0.49956416E+04      0.12347296E+04      0.21445377E+06      0.28370000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1180.     -0.24005792E+06     -0.32664459E+06      0.74799906E+06     -0.21592231E+04      0.23620176E+04      0.21702652E+06      0.28220000E+04
       1181.     -0.24005798E+06     -0.30890166E+06      0.76413925E+06     -0.21442898E+04      0.23683203E+04      0.21702652E+06      0.28220000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1182.     -0.23472369E+06     -0.30679844E+06     -0.68166712E+06      0.44975186E+03      0.19265076E+04      0.20779600E+06      0.28520000E+04
       1183.     -0.23472367E+06     -0.28749962E+06     -0.68607538E+06      0.43226462E+03      0.19341174E+04      0.20779600E+06      0.28520000E+04
       1184.     -0.23472364E+06     -0.26812722E+06     -0.69030831E+06      0.41466675E+03      0.19412318E+04      0.20779600E+06      0.28520000E+04
       1185.     -0.23472361E+06     -0.24868616E+06     -0.69436494E+06      0.39696277E+03      0.19478489E+04      0.20779600E+06      0.28520000E+04
       1186.     -0.23472359E+06     -0.22918145E+06     -0.69824412E+06      0.37915720E+03      0.19539669E+04      0.20779600E+06      0.28520000E+04
       1187.     -0.23472358E+06     -0.20961811E+06     -0.70194488E+06      0.36125458E+03      0.19595842E+04      0.20779600E+06      0.28520000E+04
       1188.     -0.23472356E+06     -0.19000111E+06     -0.70546625E+06      0.34325946E+03      0.19646997E+04      0.20779600E+06      0.28520000E+04
       1189.     -0.23472355E+06     -0.17033550E+06     -0.70880738E+06      0.32517648E+03      0.19693116E+04      0.20779600E+06      0.28520000E+04
       1190.     -0.23472353E+06     -0.15062631E+06     -0.71196744E+06      0.30701025E+03      0.19734192E+04      0.20779600E+06      0.28520000E+04
       1191.     -0.23472353E+06     -0.13087860E+06     -0.71494556E+06      0.28876541E+03      0.19770211E+04      0.20779600E+06      0.28520000E+04
       1192.     -0.23472353E+06     -0.11109742E+06     -0.71774094E+06      0.27044659E+03      0.19801166E+04      0.20779600E+06      0.28520000E+04
       1193.     -0.23472353E+06     -0.91287836E+05     -0.72035300E+06      0.25205852E+03      0.19827048E+04      0.20779600E+06      0.28520000E+04
       1194.     -0.23472353E+06     -0.71454922E+05     -0.72278094E+06      0.23360587E+03      0.19847850E+04      0.20779600E+06      0.28520000E+04
       1195.     -0.23472353E+06     -0.51603766E+05     -0.72502419E+06      0.21509335E+03      0.19863568E+04      0.20779600E+06      0.28520000E+04
       1196.     -0.23472353E+06     -0.31739449E+05     -0.72708219E+06      0.19652571E+03      0.19874197E+04      0.20779600E+06      0.28520000E+04
       1197.     -0.23472355E+06     -0.11867062E+05     -0.72895438E+06      0.17790767E+03      0.19879734E+04      0.20779600E+06      0.28520000E+04
       1198.     -0.23472356E+06      0.80083066E+04     -0.73064025E+06      0.15924402E+03      0.19880178E+04      0.20779600E+06      0.28520000E+04
       1199.     -0.23472358E+06      0.27881562E+05     -0.73213950E+06      0.14053951E+03      0.19875530E+04      0.20779600E+06      0.28520000E+04
       1200.     -0.23472359E+06      0.47747617E+05     -0.73345162E+06      0.12179891E+03      0.19865790E+04      0.20779600E+06      0.28520000E+04
       1201.     -0.23472361E+06      0.67601375E+05     -0.73457631E+06      0.10302703E+03      0.19850959E+04      0.20779600E+06      0.28520000E+04
       1202.     -0.23472364E+06      0.87437758E+05     -0.73551325E+06      0.84228653E+02      0.19831045E+04      0.20779600E+06      0.28520000E+04
       1203.     -0.23472367E+06      0.10725168E+06     -0.73626225E+06      0.65408592E+02      0.19806049E+04      0.20779600E+06      0.28520000E+04
       1204.     -0.23472370E+06      0.12703807E+06     -0.73682312E+06      0.46571644E+02      0.19775980E+04      0.20779600E+06      0.28520000E+04
       1205.     -0.23472373E+06      0.14679184E+06     -0.73719569E+06      0.27722630E+02      0.19740845E+04      0.20779600E+06      0.28520000E+04
       1206.     -0.23472377E+06      0.16650797E+06     -0.73737981E+06      0.88663664E+01      0.19700652E+04      0.20779600E+06      0.28520000E+04
       1207.     -0.23472380E+06      0.18618136E+06     -0.73737556E+06     -0.99923277E+01      0.19655411E+04      0.20779600E+06      0.28520000E+04
       1208.     -0.23472384E+06      0.20580700E+06     -0.73718281E+06     -0.28848635E+02      0.19605137E+04      0.20779600E+06      0.28520000E+04
       1209.     -0.23472388E+06      0.22537986E+06     -0.73680169E+06     -0.47697735E+02      0.19549840E+04      0.20779600E+06      0.28520000E+04
       1210.     -0.23472392E+06      0.24489492E+06     -0.73623225E+06     -0.66534813E+02      0.19489535E+04      0.20779600E+06      0.28520000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1211.     -0.23839731E+06      0.27723281E+06     -0.73870206E+06      0.36934038E+04     -0.22934248E+03      0.21577539E+06      0.31420000E+04
       1212.     -0.23839753E+06      0.27548794E+06     -0.76634919E+06      0.36786921E+04     -0.23482735E+03      0.21577539E+06      0.31420000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1213.     -0.23833986E+06      0.29748997E+06     -0.80062981E+06     -0.45330223E+02     -0.11591783E+04      0.21609227E+06      0.31570000E+04
       1214.     -0.23833981E+06      0.28585425E+06     -0.80007406E+06     -0.66215385E+02     -0.11667751E+04      0.21609227E+06      0.31570000E+04
       1215.     -0.23833978E+06      0.27414409E+06     -0.79930950E+06     -0.87083565E+02     -0.11740671E+04      0.21609227E+06      0.31570000E+04
       1216.     -0.23833973E+06      0.26236256E+06     -0.79833625E+06     -0.10792933E+03     -0.11810526E+04      0.21609227E+06      0.31570000E+04
       1217.     -0.23833969E+06      0.25051272E+06     -0.79715456E+06     -0.12874722E+03     -0.11877295E+04      0.21609227E+06      0.31570000E+04
       1218.     -0.23833966E+06      0.23859766E+06     -0.79576481E+06     -0.14953183E+03     -0.11940963E+04      0.21609227E+06      0.31570000E+04
       1219.     -0.23833961E+06      0.22662050E+06     -0.79416731E+06     -0.17027771E+03     -0.12001512E+04      0.21609227E+06      0.31570000E+04
       1220.     -0.23833956E+06      0.21458438E+06     -0.79236244E+06     -0.19097945E+03     -0.12058928E+04      0.21609227E+06      0.31570000E+04
       1221.     -0.23833952E+06      0.20249244E+06     -0.79035075E+06     -0.21163165E+03     -0.12113195E+04      0.21609227E+06      0.31570000E+04
       1222.     -0.23833947E+06      0.19034781E+06     -0.78813269E+06     -0.23222891E+03     -0.12164297E+04      0.21609227E+06      0.31570000E+04
       1223.     -0.23833944E+06      0.17815369E+06     -0.78570894E+06     -0.25276585E+03     -0.12212224E+04      0.21609227E+06      0.31570000E+04
       1224.     -0.23833939E+06      0.16591327E+06     -0.78308000E+06     -0.27323712E+03     -0.12256962E+04      0.21609227E+06      0.31570000E+04
       1225.     -0.23833934E+06      0.15362972E+06     -0.78024656E+06     -0.29363739E+03     -0.12298499E+04      0.21609227E+06      0.31570000E+04
       1226.     -0.23833930E+06      0.14130627E+06     -0.77720950E+06     -0.31396127E+03     -0.12336824E+04      0.21609227E+06      0.31570000E+04
       1227.     -0.23833925E+06      0.12894611E+06     -0.77396950E+06     -0.33420355E+03     -0.12371929E+04      0.21609227E+06      0.31570000E+04
       1228.     -0.23833920E+06      0.11655249E+06     -0.77052738E+06     -0.35435886E+03     -0.12403802E+04      0.21609227E+06      0.31570000E+04
       1229.     -0.23833916E+06      0.10412866E+06     -0.76688406E+06     -0.37442197E+03     -0.12432438E+04      0.21609225E+06      0.31570000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1230.     -0.23826766E+06      0.12534034E+06     -0.77264088E+06      0.36032294E+03     -0.15649348E+04      0.20435422E+06      0.33270000E+04
       1231.     -0.23826767E+06      0.11359047E+06     -0.77528706E+06      0.34517212E+03     -0.15672759E+04      0.20435420E+06      0.33270000E+04
NS ColMember_***
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1232.     -0.23836139E+06      0.10985464E+06     -0.77087131E+06      0.20429266E+03     -0.15199380E+04      0.19640742E+06      0.33420000E+04
       1233.     -0.23836139E+06      0.94636570E+05     -0.77281406E+06      0.18414166E+03     -0.15226073E+04      0.19640742E+06      0.33420000E+04
       1234.     -0.23836139E+06      0.79393781E+05     -0.77455494E+06      0.16394260E+03     -0.15248793E+04      0.19640742E+06      0.33420000E+04
       1235.     -0.23836139E+06      0.64130250E+05     -0.77609356E+06      0.14370074E+03     -0.15267533E+04      0.19640742E+06      0.33420000E+04
       1236.     -0.23836139E+06      0.48849965E+05     -0.77742944E+06      0.12342141E+03     -0.15282289E+04      0.19640742E+06      0.33420000E+04
       1237.     -0.23836139E+06      0.33556910E+05     -0.77856231E+06      0.10310987E+03     -0.15293057E+04      0.19640742E+06      0.33420000E+04
       1238.     -0.23836139E+06      0.18255078E+05     -0.77949175E+06      0.82771439E+02     -0.15299834E+04      0.19640742E+06      0.33420000E+04
       1239.     -0.23836139E+06      0.29484614E+04     -0.78021762E+06      0.62411430E+02     -0.15302617E+04      0.19640742E+06      0.33420000E+04
       1240.     -0.23836141E+06     -0.12358944E+05     -0.78073975E+06      0.42035156E+02     -0.15301407E+04      0.19640742E+06      0.33420000E+04
       1241.     -0.23836141E+06     -0.27663145E+05     -0.78105794E+06      0.21647943E+02     -0.15296205E+04      0.19640742E+06      0.33420000E+04
       1242.     -0.23836142E+06     -0.42960145E+05     -0.78117206E+06      0.12551128E+01     -0.15287009E+04      0.19640742E+06      0.33420000E+04
       1243.     -0.23836142E+06     -0.58245953E+05     -0.78108225E+06     -0.19138006E+02     -0.15273824E+04      0.19640742E+06      0.33420000E+04
       1244.     -0.23836144E+06     -0.73516586E+05     -0.78078838E+06     -0.39526089E+02     -0.15256654E+04      0.19640742E+06      0.33420000E+04
       1245.     -0.23836144E+06     -0.88768047E+05     -0.78029056E+06     -0.59903809E+02     -0.15235502E+04      0.19640742E+06      0.33420000E+04
       1246.     -0.23836145E+06     -0.10399636E+06     -0.77958894E+06     -0.80265846E+02     -0.15210374E+04      0.19640742E+06      0.33420000E+04
       1247.     -0.23836145E+06     -0.11919755E+06     -0.77868375E+06     -0.10060688E+03     -0.15181276E+04      0.19640742E+06      0.33420000E+04
       1248.     -0.23836147E+06     -0.13436766E+06     -0.77757512E+06     -0.12092160E+03     -0.15148215E+04      0.19640742E+06      0.33420000E+04
       1249.     -0.23836148E+06     -0.14950272E+06     -0.77626344E+06     -0.14120470E+03     -0.15111202E+04      0.19640742E+06      0.33420000E+04
       1250.     -0.23836150E+06     -0.16459878E+06     -0.77474900E+06     -0.16145088E+03     -0.15070245E+04      0.19640742E+06      0.33420000E+04
       1251.     -0.23836152E+06     -0.17965192E+06     -0.77303219E+06     -0.18165485E+03     -0.15025355E+04      0.19640742E+06      0.33420000E+04
       1252.     -0.23836153E+06     -0.19465817E+06     -0.77111344E+06     -0.20181134E+03     -0.14976544E+04      0.19640742E+06      0.33420000E+04
       1253.     -0.23836155E+06     -0.20961366E+06     -0.76899338E+06     -0.22191508E+03     -0.14923823E+04      0.19640742E+06      0.33420000E+04
       1254.     -0.23836156E+06     -0.22451445E+06     -0.76667244E+06     -0.24196083E+03     -0.14867209E+04      0.19640742E+06      0.33420000E+04
       1255.     -0.23836158E+06     -0.23935667E+06     -0.76415119E+06     -0.26194333E+03     -0.14806714E+04      0.19640742E+06      0.33420000E+04
       1256.     -0.23836159E+06     -0.25413645E+06     -0.76143044E+06     -0.28185739E+03     -0.14742355E+04      0.19640742E+06      0.33420000E+04
