NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        884.     -0.22596195E+06     -0.25017294E+06      0.75288694E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        885.     -0.22596195E+06     -0.23916748E+06      0.75460456E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        886.     -0.22596195E+06     -0.22816202E+06      0.75632225E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        887.     -0.22596195E+06     -0.21715656E+06      0.75803988E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        888.     -0.22596195E+06     -0.20615109E+06      0.75975750E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        889.     -0.22596195E+06     -0.19514562E+06      0.76147512E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        890.     -0.22596195E+06     -0.18414017E+06      0.76319275E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        891.     -0.22596195E+06     -0.17313470E+06      0.76491038E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        892.     -0.22596195E+06     -0.16212925E+06      0.76662800E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        893.     -0.22596195E+06     -0.15112378E+06      0.76834562E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        894.     -0.22596195E+06     -0.14011831E+06      0.77006325E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        895.     -0.22596195E+06     -0.12911285E+06      0.77178088E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        896.     -0.22596195E+06     -0.11810739E+06      0.77349850E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        897.     -0.22596195E+06     -0.10710193E+06      0.77521612E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        898.     -0.22596195E+06     -0.96096469E+05      0.77693381E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        899.     -0.22596195E+06     -0.85091008E+05      0.77865144E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        900.     -0.22596195E+06     -0.74085539E+05      0.78036906E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        901.     -0.22596195E+06     -0.63080078E+05      0.78208669E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        902.     -0.22596195E+06     -0.52074617E+05      0.78380431E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        903.     -0.22596195E+06     -0.41069156E+05      0.78552194E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        904.     -0.22596195E+06     -0.30063693E+05      0.78723956E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        905.     -0.22596195E+06     -0.19058230E+05      0.78895719E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        906.     -0.22596195E+06     -0.80527676E+04      0.79067481E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        907.     -0.22596195E+06      0.29526951E+04      0.79239244E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        908.     -0.22596195E+06      0.13958157E+05      0.79411006E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        909.     -0.22596195E+06      0.24963619E+05      0.79582769E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        910.     -0.22596195E+06      0.35969082E+05      0.79754538E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        911.     -0.22596195E+06      0.46974547E+05      0.79926300E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
        912.     -0.22596195E+06      0.57980008E+05      0.80098062E+06     -0.17176302E+03      0.11005463E+04      0.20971547E+06      0.91200000E+03
NS ColMember_83.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        913.     -0.22473584E+06      0.62519973E+05      0.81443294E+06      0.11021481E+04      0.18412778E+04      0.21375273E+06      0.89700000E+03
        914.     -0.22473584E+06      0.76329555E+05      0.80616681E+06      0.11021481E+04      0.18412778E+04      0.21375273E+06      0.89700000E+03
NS ColMember_84.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        915.     -0.22474216E+06      0.58123828E+05      0.79809119E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        916.     -0.22474216E+06      0.70708195E+05      0.79505144E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        917.     -0.22474216E+06      0.83292570E+05      0.79201169E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        918.     -0.22474216E+06      0.95876945E+05      0.78897194E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        919.     -0.22474216E+06      0.10846132E+06      0.78593219E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        920.     -0.22474216E+06      0.12104569E+06      0.78289244E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        921.     -0.22474216E+06      0.13363006E+06      0.77985269E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        922.     -0.22474216E+06      0.14621444E+06      0.77681294E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        923.     -0.22474216E+06      0.15879881E+06      0.77377319E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        924.     -0.22474216E+06      0.17138319E+06      0.77073344E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        925.     -0.22474216E+06      0.18396756E+06      0.76769369E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        926.     -0.22474216E+06      0.19655192E+06      0.76465388E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        927.     -0.22474216E+06      0.20913630E+06      0.76161412E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        928.     -0.22474216E+06      0.22172067E+06      0.75857438E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        929.     -0.22474216E+06      0.23430505E+06      0.75553462E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        930.     -0.22474216E+06      0.24688942E+06      0.75249488E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
        931.     -0.22474216E+06      0.25947380E+06      0.74945512E+06      0.30397516E+03      0.12584373E+04      0.21441080E+06      0.72700000E+03
NS ColMember_85.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        932.     -0.22473542E+06      0.24750314E+06      0.74953694E+06      0.41143716E+04      0.73123718E+03      0.20219278E+06      0.71200000E+03
        933.     -0.22473542E+06      0.25298742E+06      0.71867912E+06      0.41143716E+04      0.73123718E+03      0.20219278E+06      0.71200000E+03
NS ColMember_86.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        934.      0.11396738E+06      0.25367822E+06      0.79992081E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        935.      0.11396738E+06      0.24475275E+06      0.79051850E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        936.      0.11396738E+06      0.23582728E+06      0.78111619E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        937.      0.11396738E+06      0.22690181E+06      0.77171388E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        938.      0.11396738E+06      0.21797634E+06      0.76231156E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        939.      0.11396738E+06      0.20905089E+06      0.75290925E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        940.      0.11396738E+06      0.20012542E+06      0.74350694E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        941.      0.11396738E+06      0.19119995E+06      0.73410462E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        942.      0.11396738E+06      0.18227448E+06      0.72470231E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        943.      0.11396738E+06      0.17334902E+06      0.71530000E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        944.      0.11396738E+06      0.16442355E+06      0.70589775E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        945.      0.11396738E+06      0.15549808E+06      0.69649544E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        946.      0.11396738E+06      0.14657261E+06      0.68709312E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        947.      0.11396738E+06      0.13764716E+06      0.67769081E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        948.      0.11396738E+06      0.12872168E+06      0.66828850E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        949.      0.11396738E+06      0.11979622E+06      0.65888619E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
        950.      0.11396738E+06      0.11087075E+06      0.64948388E+06      0.94023071E+03     -0.89254669E+03      0.21607988E+06      0.72700000E+03
NS ColMember_87.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        951.      0.11403523E+06      0.12739502E+06      0.66018219E+06     -0.39574683E+03     -0.12447546E+04      0.20275169E+06      0.71200000E+03
        952.      0.11403523E+06      0.11805937E+06      0.66315031E+06     -0.39574683E+03     -0.12447546E+04      0.20275169E+06      0.71200000E+03
NS ColMember_88.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        953.      0.11379850E+06      0.10317266E+06      0.66365044E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        954.      0.11379850E+06      0.88346023E+05      0.66732519E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        955.      0.11379850E+06      0.73519383E+05      0.67100000E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        956.      0.11379850E+06      0.58692738E+05      0.67467475E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        957.      0.11379850E+06      0.43866098E+05      0.67834956E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        958.      0.11379850E+06      0.29039453E+05      0.68202431E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        959.      0.11379850E+06      0.14212811E+05      0.68569912E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        960.      0.11379850E+06     -0.61383179E+03      0.68937388E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        961.      0.11379850E+06     -0.15440475E+05      0.69304862E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        962.      0.11379850E+06     -0.30267117E+05      0.69672344E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        963.      0.11379850E+06     -0.45093758E+05      0.70039819E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        964.      0.11379850E+06     -0.59920402E+05      0.70407300E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        965.      0.11379850E+06     -0.74747047E+05      0.70774775E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        966.      0.11379850E+06     -0.89573688E+05      0.71142256E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        967.      0.11379850E+06     -0.10440033E+06      0.71509731E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        968.      0.11379850E+06     -0.11922698E+06      0.71877212E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        969.      0.11379850E+06     -0.13405361E+06      0.72244688E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        970.      0.11379850E+06     -0.14888027E+06      0.72612169E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        971.      0.11379850E+06     -0.16370691E+06      0.72979644E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        972.      0.11379850E+06     -0.17853355E+06      0.73347125E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        973.      0.11379850E+06     -0.19336019E+06      0.73714600E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        974.      0.11379850E+06     -0.20818683E+06      0.74082081E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        975.      0.11379850E+06     -0.22301347E+06      0.74449556E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        976.      0.11379850E+06     -0.23784011E+06      0.74817038E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        977.      0.11379850E+06     -0.25266675E+06      0.75184512E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        978.      0.11379850E+06     -0.26749341E+06      0.75551994E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        979.      0.11379850E+06     -0.28232003E+06      0.75919469E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        980.      0.11379850E+06     -0.29714669E+06      0.76286950E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
        981.      0.11379850E+06     -0.31197331E+06      0.76654425E+06     -0.36747803E+03     -0.14826643E+04      0.19415514E+06      0.42200000E+03
NS ColMember_89.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        982.      0.10977923E+06     -0.33646616E+06      0.79781894E+06      0.37504409E+04      0.85195667E+03      0.19309655E+06      0.40700000E+03
        983.      0.10977923E+06     -0.33007647E+06      0.76969062E+06      0.37504409E+04      0.85195667E+03      0.19309655E+06      0.40700000E+03
NS ColMember_90.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        984.      0.10977712E+06     -0.31521394E+06      0.76010294E+06      0.10709342E+04      0.18690656E+04      0.17738064E+06      0.39200000E+03
        985.      0.10977712E+06     -0.30119597E+06      0.75207094E+06      0.10709342E+04      0.18690656E+04      0.17738064E+06      0.39200000E+03
NS ColMember_91.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
        986.     -0.22071616E+06      0.24180503E+06      0.68430306E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        987.     -0.22071616E+06      0.22577119E+06      0.68433856E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        988.     -0.22071616E+06      0.20973734E+06      0.68437400E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        989.     -0.22071616E+06      0.19370352E+06      0.68440950E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        990.     -0.22071616E+06      0.17766967E+06      0.68444500E+06     -0.35473130E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        991.     -0.22071616E+06      0.16163583E+06      0.68448044E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        992.     -0.22071616E+06      0.14560200E+06      0.68451594E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        993.     -0.22071616E+06      0.12956816E+06      0.68455138E+06     -0.35473125E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        994.     -0.22071616E+06      0.11353432E+06      0.68458688E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        995.     -0.22071616E+06      0.97500484E+05      0.68462231E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        996.     -0.22071616E+06      0.81466648E+05      0.68465781E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        997.     -0.22071616E+06      0.65432809E+05      0.68469331E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        998.     -0.22071616E+06      0.49398973E+05      0.68472875E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
        999.     -0.22071616E+06      0.33365133E+05      0.68476425E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1000.     -0.22071616E+06      0.17331297E+05      0.68479969E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1001.     -0.22071616E+06      0.12974583E+04      0.68483519E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1002.     -0.22071616E+06     -0.14736380E+05      0.68487062E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1003.     -0.22071616E+06     -0.30770217E+05      0.68490612E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1004.     -0.22071616E+06     -0.46804055E+05      0.68494162E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1005.     -0.22071616E+06     -0.62837895E+05      0.68497706E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1006.     -0.22071616E+06     -0.78871727E+05      0.68501256E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1007.     -0.22071616E+06     -0.94905570E+05      0.68504800E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1008.     -0.22071616E+06     -0.11093941E+06      0.68508350E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1009.     -0.22071616E+06     -0.12697324E+06      0.68511894E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1010.     -0.22071616E+06     -0.14300708E+06      0.68515444E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1011.     -0.22071616E+06     -0.15904092E+06      0.68518994E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1012.     -0.22071616E+06     -0.17507475E+06      0.68522538E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1013.     -0.22071616E+06     -0.19110859E+06      0.68526088E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
       1014.     -0.22071616E+06     -0.20714244E+06      0.68529631E+06     -0.35473127E+01     -0.16033838E+04      0.19026019E+06      0.42200000E+03
NS ColMember_92.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1015.     -0.22470470E+06     -0.23340719E+06      0.68620306E+06     -0.40652556E+04      0.76610199E+03      0.19213769E+06      0.40700000E+03
       1016.     -0.22470470E+06     -0.22766142E+06      0.71669250E+06     -0.40652556E+04      0.76610199E+03      0.19213769E+06      0.40700000E+03
NS ColMember_93.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1017.     -0.22470589E+06     -0.24248972E+06      0.74514756E+06     -0.64687964E+03      0.20723936E+04      0.17148205E+06      0.39200000E+03
       1018.     -0.22470589E+06     -0.22694677E+06      0.74999919E+06     -0.64687964E+03      0.20723936E+04      0.17148205E+06      0.39200000E+03
NS ColMember_94.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1019.     -0.22524036E+06     -0.21668602E+06      0.74593988E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1020.     -0.22524036E+06     -0.19904652E+06      0.74656806E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1021.     -0.22524036E+06     -0.18140702E+06      0.74719619E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1022.     -0.22524036E+06     -0.16376752E+06      0.74782431E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1023.     -0.22524036E+06     -0.14612802E+06      0.74845250E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1024.     -0.22524036E+06     -0.12848852E+06      0.74908062E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1025.     -0.22524036E+06     -0.11084902E+06      0.74970881E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1026.     -0.22524036E+06     -0.93209523E+05      0.75033694E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1027.     -0.22524036E+06     -0.75570023E+05      0.75096512E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1028.     -0.22524036E+06     -0.57930527E+05      0.75159325E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1029.     -0.22524036E+06     -0.40291027E+05      0.75222138E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1030.     -0.22524036E+06     -0.22651529E+05      0.75284956E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1031.     -0.22524036E+06     -0.50120312E+04      0.75347769E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1032.     -0.22524036E+06      0.12627467E+05      0.75410588E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1033.     -0.22524036E+06      0.30266965E+05      0.75473400E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1034.     -0.22524036E+06      0.47906465E+05      0.75536219E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1035.     -0.22524036E+06      0.65545961E+05      0.75599031E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1036.     -0.22524036E+06      0.83185461E+05      0.75661844E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1037.     -0.22524036E+06      0.10082496E+06      0.75724662E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1038.     -0.22524036E+06      0.11846446E+06      0.75787475E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1039.     -0.22524036E+06      0.13610395E+06      0.75850294E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1040.     -0.22524036E+06      0.15374345E+06      0.75913106E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1041.     -0.22524036E+06      0.17138295E+06      0.75975925E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1042.     -0.22524036E+06      0.18902245E+06      0.76038738E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1043.     -0.22524036E+06      0.20666195E+06      0.76101550E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1044.     -0.22524036E+06      0.22430145E+06      0.76164369E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1045.     -0.22524036E+06      0.24194095E+06      0.76227181E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1046.     -0.22524036E+06      0.25958044E+06      0.76290000E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
       1047.     -0.22524036E+06      0.27721994E+06      0.76352812E+06     -0.62815197E+02      0.17639498E+04      0.16398153E+06      0.10200000E+03
NS ColMember_95.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1048.     -0.22473533E+06      0.29760962E+06      0.77465388E+06      0.46473215E+03      0.21158948E+04      0.16026183E+06      0.87000000E+02
       1049.     -0.22473533E+06      0.31347884E+06      0.77116838E+06      0.46473215E+03      0.21158948E+04      0.16026183E+06      0.87000000E+02
NS ColMember_96.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]            Y_LOC   
       1050.      0.10927210E+06     -0.27624347E+06      0.73363019E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1051.      0.10927210E+06     -0.26107227E+06      0.72819631E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1052.      0.10927210E+06     -0.24590106E+06      0.72276244E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1053.      0.10927210E+06     -0.23072984E+06      0.71732856E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1054.      0.10927210E+06     -0.21555864E+06      0.71189469E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1055.      0.10927210E+06     -0.20038744E+06      0.70646088E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1056.      0.10927210E+06     -0.18521623E+06      0.70102700E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1057.      0.10927210E+06     -0.17004503E+06      0.69559312E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1058.      0.10927210E+06     -0.15487383E+06      0.69015925E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1059.      0.10927210E+06     -0.13970262E+06      0.68472538E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1060.      0.10927210E+06     -0.12453141E+06      0.67929150E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1061.      0.10927210E+06     -0.10936020E+06      0.67385762E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1062.      0.10927210E+06     -0.94189000E+05      0.66842375E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1063.      0.10927210E+06     -0.79017797E+05      0.66298988E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1064.      0.10927210E+06     -0.63846590E+05      0.65755600E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1065.      0.10927210E+06     -0.48675387E+05      0.65212219E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1066.      0.10927210E+06     -0.33504180E+05      0.64668831E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1067.      0.10927210E+06     -0.18332975E+05      0.64125444E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1068.      0.10927210E+06     -0.31617690E+04      0.63582056E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
       1069.      0.10927210E+06      0.12009437E+05      0.63038669E+06      0.54338684E+03      0.15171205E+04      0.16674342E+06      0.10200000E+03
