Optimization Data
 
Start time: 2026-05-14 16:38:07 
 
Solver Options:
Method: PySLSQP 
# acc: 0.001 
# finite_diff_abs_step: [0.03152901, 0.00588752, 0.00035323000000000006, 0.004273760000000001, 0.00035048] 
# maxiter: 80 
# Aggregate: None 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
Design Variables and Bounds 
# x0 = [315.29, 58.88, 3.53, 42.74, 3.50]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108] 
 x[2] (t0) bounds = [2.5, 5.0] 
 x[3] (d1) bounds = [25, 60.0] 
 x[4] (t1) bounds = [2, 6.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 204.79, 315.29 ,58.88 ,3.53 ,42.74 ,3.50, NA, NA, 1.0000, 40.960,40.931,40.931,40.931,41.339
0, 2, 204.92, 315.61 ,58.88 ,3.53 ,42.74 ,3.50, NA, NA, 1.0000, 40.986,40.957,40.957,40.957,41.366
0, 3, 204.86, 315.29 ,58.93 ,3.53 ,42.74 ,3.50, NA, NA, 1.0000, 40.972,40.943,40.943,40.943,41.352
0, 4, 204.85, 315.29 ,58.88 ,3.54 ,42.74 ,3.50, NA, NA, 1.0000, 40.971,40.942,40.942,40.942,41.351
0, 5, 204.95, 315.29 ,58.88 ,3.53 ,42.78 ,3.50, NA, NA, 1.0000, 40.991,40.962,40.962,40.962,41.371
0, 6, 204.93, 315.29 ,58.88 ,3.53 ,42.74 ,3.51, NA, NA, 1.0000, 40.986,40.957,40.957,40.957,41.366
0, 7, 204.79, 315.29 ,58.88 ,3.53 ,42.74 ,3.50, NA, NA, 1.0000, 40.960,40.931,40.931,40.931,41.339
0, 8, 204.92, 315.61 ,58.88 ,3.53 ,42.74 ,3.50, NA, NA, 1.0000, 40.986,40.957,40.957,40.957,41.366
0, 9, 204.86, 315.29 ,58.93 ,3.53 ,42.74 ,3.50, NA, NA, 1.0000, 40.972,40.943,40.943,40.943,41.352
0, 10, 204.85, 315.29 ,58.88 ,3.54 ,42.74 ,3.50, NA, NA, 1.0000, 40.971,40.942,40.942,40.942,41.351
0, 11, 204.95, 315.29 ,58.88 ,3.53 ,42.78 ,3.50, NA, NA, 1.0000, 40.991,40.962,40.962,40.962,41.371
0, 12, 204.93, 315.29 ,58.88 ,3.53 ,42.74 ,3.51, NA, NA, 1.0000, 40.986,40.957,40.957,40.957,41.366
