Optimization Data
 
Start time: 2026-05-13 12:20:54 
 
Solver Options:
Method: PySLSQP 
# acc: 0.001 
# finite_diff_abs_step: [0.02594126, 0.00997187, 0.00029802, 0.0025331, 0.00036646000000000004] 
# maxiter: 60 
# Aggregate: P-norm 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
Design Variables and Bounds 
# x0 = [259.41, 99.72, 2.98, 25.33, 3.66]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108] 
 x[2] (t0) bounds = [2.5, 5] 
 x[3] (d1) bounds = [25, 60.0] 
 x[4] (t1) bounds = [2, 6] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 157.47, 259.41 ,99.72 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.496,31.454,31.454,31.454,32.056
0, 2, 157.54, 259.67 ,99.72 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.509,31.466,31.466,31.466,32.069
0, 3, 157.56, 259.41 ,99.82 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.514,31.472,31.472,31.472,32.075
0, 4, 157.56, 259.41 ,99.72 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.513,31.471,31.471,31.471,32.074
0, 5, 157.56, 259.41 ,99.72 ,2.98 ,25.36 ,3.66, 0.0000, 0.0000, 1.0000, 31.513,31.470,31.470,31.470,32.073
0, 6, 157.53, 259.41 ,99.72 ,2.98 ,25.33 ,3.67, 0.0000, 0.0000, 1.0000, 31.508,31.466,31.466,31.466,32.068
0, 7, 157.47, 259.41 ,99.72 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.496,31.454,31.454,31.454,32.056
0, 8, 157.54, 259.67 ,99.72 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.509,31.466,31.466,31.466,32.069
0, 9, 157.56, 259.41 ,99.82 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.514,31.472,31.472,31.472,32.075
0, 10, 157.56, 259.41 ,99.72 ,2.98 ,25.33 ,3.66, 0.0000, 0.0000, 1.0000, 31.513,31.471,31.471,31.471,32.074
0, 11, 157.56, 259.41 ,99.72 ,2.98 ,25.36 ,3.66, 0.0000, 0.0000, 1.0000, 31.513,31.470,31.470,31.470,32.073
0, 12, 157.53, 259.41 ,99.72 ,2.98 ,25.33 ,3.67, 0.0000, 0.0000, 1.0000, 31.508,31.466,31.466,31.466,32.068
0, 13, 109.76, 256.26 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 1.0000, 21.953,21.919,21.919,21.919,22.401
1, 14, 109.80, 256.52 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.960,21.926,21.926,21.926,22.408
1, 15, 109.83, 256.26 ,76.10 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.968,21.934,21.934,21.934,22.415
1, 16, 109.83, 256.26 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.967,21.932,21.932,21.932,22.414
1, 17, 109.80, 256.26 ,76.02 ,3.16 ,25.03 ,2.00, 0.0000, 0.0000, 0.0000, 21.962,21.928,21.928,21.928,22.409
1, 18, 109.80, 256.26 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.961,21.927,21.927,21.927,22.408
1, 19, 109.76, 256.26 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.953,21.919,21.919,21.919,22.401
1, 20, 109.80, 256.52 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.960,21.926,21.926,21.926,22.408
1, 21, 109.83, 256.26 ,76.10 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.968,21.934,21.934,21.934,22.415
1, 22, 109.83, 256.26 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.967,21.932,21.932,21.932,22.414
1, 23, 109.80, 256.26 ,76.02 ,3.16 ,25.03 ,2.00, 0.0000, 0.0000, 0.0000, 21.962,21.928,21.928,21.928,22.409
1, 24, 109.80, 256.26 ,76.02 ,3.16 ,25.00 ,2.00, 0.0000, 0.0000, 0.0000, 21.961,21.927,21.927,21.927,22.408
1, 25, 92.35, 254.83 ,61.91 ,2.65 ,27.73 ,2.00, 0.0000, 0.0000, 0.0000, 18.471,18.448,18.448,18.448,18.776
2, 26, 92.39, 255.08 ,61.91 ,2.65 ,27.73 ,2.00, 0.0000, 0.0000, 0.0000, 18.479,18.456,18.456,18.456,18.784
2, 27, 92.40, 254.83 ,61.97 ,2.65 ,27.73 ,2.00, 0.0000, 0.0000, 0.0000, 18.481,18.458,18.458,18.458,18.786
