Optimization Data
 
Start time: 2026-05-14 16:51:02 
 
Solver Options:
Method: PySLSQP 
# acc: 0.001 
# finite_diff_abs_step: [0.02764128, 0.007404120000000001, 0.0002541, 0.0034810000000000006, 0.00029973] 
# maxiter: 80 
# Aggregate: None 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
Design Variables and Bounds 
# x0 = [276.41, 74.04, 2.54, 34.81, 3.00]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108] 
 x[2] (t0) bounds = [2.5, 5.0] 
 x[3] (d1) bounds = [25, 60.0] 
 x[4] (t1) bounds = [2, 6.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 144.61, 276.41 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.922,28.895,28.895,28.895,29.275
0, 2, 144.69, 276.69 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.938,28.911,28.911,28.911,29.291
0, 3, 144.66, 276.41 ,74.12 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.933,28.907,28.907,28.907,29.287
0, 4, 144.66, 276.41 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.933,28.906,28.906,28.906,29.286
0, 5, 144.70, 276.41 ,74.04 ,2.54 ,34.84 ,3.00, NA, NA, 1.0000, 28.942,28.915,28.915,28.915,29.295
0, 6, 144.69, 276.41 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.939,28.912,28.912,28.912,29.291
0, 7, 144.61, 276.41 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.922,28.895,28.895,28.895,29.275
0, 8, 144.69, 276.69 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.938,28.911,28.911,28.911,29.291
0, 9, 144.66, 276.41 ,74.12 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.933,28.907,28.907,28.907,29.287
0, 10, 144.66, 276.41 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.933,28.906,28.906,28.906,29.286
0, 11, 144.70, 276.41 ,74.04 ,2.54 ,34.84 ,3.00, NA, NA, 1.0000, 28.942,28.915,28.915,28.915,29.295
0, 12, 144.69, 276.41 ,74.04 ,2.54 ,34.81 ,3.00, NA, NA, 1.0000, 28.939,28.912,28.912,28.912,29.291
0, 13, 115.58, 276.00 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.116,23.086,23.086,23.086,23.513
1, 14, 115.62, 276.28 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.126,23.096,23.096,23.096,23.522
1, 15, 115.64, 276.00 ,71.99 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.129,23.099,23.099,23.099,23.526
1, 16, 115.63, 276.00 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.128,23.098,23.098,23.098,23.525
1, 17, 115.63, 276.00 ,71.91 ,2.96 ,30.82 ,2.00, NA, NA, 1.0000, 23.128,23.098,23.098,23.098,23.524
1, 18, 115.63, 276.00 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.126,23.096,23.096,23.096,23.523
1, 19, 115.58, 276.00 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.116,23.086,23.086,23.086,23.513
1, 20, 115.62, 276.28 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.126,23.096,23.096,23.096,23.522
1, 21, 115.64, 276.00 ,71.99 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.129,23.099,23.099,23.099,23.526
1, 22, 115.63, 276.00 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.128,23.098,23.098,23.098,23.525
1, 23, 115.63, 276.00 ,71.91 ,2.96 ,30.82 ,2.00, NA, NA, 1.0000, 23.128,23.098,23.098,23.098,23.524
1, 24, 115.63, 276.00 ,71.91 ,2.96 ,30.79 ,2.00, NA, NA, 1.0000, 23.126,23.096,23.096,23.096,23.523
1, 25, 97.76, 275.29 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.553,19.526,19.526,19.526,19.906
2, 26, 97.80, 275.56 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.561,19.534,19.534,19.534,19.913
2, 27, 97.82, 275.29 ,66.76 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.565,19.538,19.538,19.538,19.917
2, 28, 97.81, 275.29 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.564,19.537,19.537,19.537,19.916
2, 29, 97.81, 275.29 ,66.69 ,2.84 ,25.02 ,2.00, NA, NA, 1.0000, 19.563,19.536,19.536,19.536,19.915
2, 30, 97.80, 275.29 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.561,19.534,19.534,19.534,19.914
2, 31, 97.76, 275.29 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.553,19.526,19.526,19.526,19.906
2, 32, 97.80, 275.56 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.561,19.534,19.534,19.534,19.913
2, 33, 97.82, 275.29 ,66.76 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.565,19.538,19.538,19.538,19.917
2, 34, 97.81, 275.29 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.564,19.537,19.537,19.537,19.916
2, 35, 97.81, 275.29 ,66.69 ,2.84 ,25.02 ,2.00, NA, NA, 1.0000, 19.563,19.536,19.536,19.536,19.915
2, 36, 97.80, 275.29 ,66.69 ,2.84 ,25.00 ,2.00, NA, NA, 1.0000, 19.561,19.534,19.534,19.534,19.914
2, 37, 93.32, 274.98 ,63.99 ,2.72 ,25.00 ,2.00, NA, NA, 1.0000, 18.665,18.641,18.641,18.641,18.989
