NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
        223.     -0.18644614E+03      0.11217817E-13      0.14754869E+05      0.34301976E-14     -0.20941100E-14      0.45216880E+04
        224.     -0.18620383E+03      0.10853071E-13      0.14229995E+05      0.34490595E-14     -0.13810652E-14      0.47334258E+04
        225.     -0.18595483E+03      0.10488170E-13      0.13705065E+05      0.34671375E-14     -0.69505411E-15      0.49375381E+04
        226.     -0.18570087E+03      0.10123109E-13      0.13180081E+05      0.34844282E-14     -0.36080560E-16      0.51340229E+04
        227.     -0.18544348E+03      0.97578805E-14      0.12655044E+05      0.35009511E-14      0.59585231E-15      0.53228779E+04
        228.     -0.18518425E+03      0.93924781E-14      0.12129956E+05      0.35167016E-14      0.12007418E-14      0.55041021E+04
        229.     -0.18492467E+03      0.90268953E-14      0.11604820E+05      0.35316948E-14      0.17785858E-14      0.56776929E+04
        230.     -0.18466615E+03      0.86611253E-14      0.11079639E+05      0.35459364E-14      0.23293827E-14      0.58436489E+04
        231.     -0.18441006E+03      0.82951622E-14      0.10554413E+05      0.35594264E-14      0.28531318E-14      0.60019683E+04
        232.     -0.18415770E+03      0.79289992E-14      0.10029145E+05      0.35721713E-14      0.33498323E-14      0.61526494E+04
        233.     -0.18391032E+03      0.75626312E-14      0.95038369E+04      0.35842110E-14      0.38194846E-14      0.62956909E+04
        234.     -0.18366908E+03      0.71960506E-14      0.89784912E+04      0.35955193E-14      0.42620889E-14      0.64310913E+04
        235.     -0.18343512E+03      0.68292514E-14      0.84531094E+04      0.36061064E-14      0.46776467E-14      0.65588491E+04
        236.     -0.18320947E+03      0.64622282E-14      0.79276943E+04      0.36159925E-14      0.50661600E-14      0.66789634E+04
        237.     -0.18299315E+03      0.60949746E-14      0.74022476E+04      0.36251913E-14      0.54276304E-14      0.67914326E+04
        238.     -0.18278708E+03      0.57274839E-14      0.68767715E+04      0.36336947E-14      0.57620615E-14      0.68962554E+04
        239.     -0.18259213E+03      0.53597513E-14      0.63512681E+04      0.36415001E-14      0.60694557E-14      0.69934312E+04
        240.     -0.18240912E+03      0.49917697E-14      0.58257393E+04      0.36486677E-14      0.63498176E-14      0.70829590E+04
        241.     -0.18223877E+03      0.46235340E-14      0.53001875E+04      0.36551619E-14      0.66031516E-14      0.71648374E+04
        242.     -0.18208177E+03      0.42550382E-14      0.47746143E+04      0.36610102E-14      0.68294623E-14      0.72390659E+04
        243.     -0.18193875E+03      0.38862765E-14      0.42490225E+04      0.36661894E-14      0.70287552E-14      0.73056440E+04
        244.     -0.18181029E+03      0.35172429E-14      0.37234136E+04      0.36707342E-14      0.72010362E-14      0.73645708E+04
        245.     -0.18169684E+03      0.31479317E-14      0.31977898E+04      0.36746580E-14      0.73463117E-14      0.74158457E+04
        246.     -0.18159885E+03      0.27783375E-14      0.26721533E+04      0.36779577E-14      0.74645897E-14      0.74594683E+04
        247.     -0.18151672E+03      0.24084543E-14      0.21465063E+04      0.36806288E-14      0.75558761E-14      0.74954380E+04
        248.     -0.18145071E+03      0.20382768E-14      0.16208508E+04      0.36827239E-14      0.76201803E-14      0.75237549E+04
        249.     -0.18140109E+03      0.16677992E-14      0.10951888E+04      0.36841986E-14      0.76575099E-14      0.75444180E+04
        250.     -0.18136806E+03      0.12970159E-14      0.56952246E+03      0.36850846E-14      0.76678750E-14      0.75574272E+04
        251.     -0.18135170E+03      0.92592125E-15      0.43853828E+02      0.36854077E-14      0.76512842E-14      0.75627827E+04
        252.     -0.18135210E+03      0.55450980E-15     -0.48181497E+03      0.36851342E-14      0.76077484E-14      0.75604844E+04
        253.     -0.18136922E+03      0.18277596E-15     -0.10074819E+04      0.36843100E-14      0.75372778E-14      0.75505327E+04
        254.     -0.18140303E+03     -0.18928586E-15     -0.15331448E+04      0.36829361E-14      0.74398834E-14      0.75329268E+04
        255.     -0.18145337E+03     -0.56168115E-15     -0.20588015E+04      0.36810167E-14      0.73155771E-14      0.75076675E+04
        256.     -0.18152007E+03     -0.93441562E-15     -0.25844502E+04      0.36785586E-14      0.71643707E-14      0.74747554E+04
        257.     -0.18160284E+03     -0.13074947E-14     -0.31100884E+04      0.36755695E-14      0.69862774E-14      0.74341899E+04
        258.     -0.18170140E+03     -0.16809239E-14     -0.36357144E+04      0.36720509E-14      0.67813098E-14      0.73859717E+04
        259.     -0.18181534E+03     -0.20547090E-14     -0.41613257E+04      0.36680431E-14      0.65494819E-14      0.73301021E+04
        260.     -0.18194421E+03     -0.24288555E-14     -0.46869209E+04      0.36635039E-14      0.62908082E-14      0.72665806E+04
        261.     -0.18208754E+03     -0.28033690E-14     -0.52124971E+04      0.36584933E-14      0.60053031E-14      0.71954087E+04
        262.     -0.18224472E+03     -0.31782552E-14     -0.57380527E+04      0.36529854E-14      0.56929817E-14      0.71165864E+04
        263.     -0.18241515E+03     -0.35535201E-14     -0.62635854E+04      0.36469982E-14      0.53538602E-14      0.70301152E+04
        264.     -0.18259808E+03     -0.39291686E-14     -0.67890933E+04      0.36405561E-14      0.49879543E-14      0.69359951E+04
        265.     -0.18279283E+03     -0.43052072E-14     -0.73145737E+04      0.36336528E-14      0.45952812E-14      0.68342280E+04
        266.     -0.18299852E+03     -0.46816413E-14     -0.78400254E+04      0.36262937E-14      0.41758585E-14      0.67248145E+04
        267.     -0.18321431E+03     -0.50584769E-14     -0.83654463E+04      0.36184892E-14      0.37297033E-14      0.66077559E+04
        268.     -0.18343924E+03     -0.54357196E-14     -0.88908330E+04      0.36102535E-14      0.32568343E-14      0.64830527E+04
        269.     -0.18367230E+03     -0.58133752E-14     -0.94161846E+04      0.36015913E-14      0.27572708E-14      0.63507070E+04
        270.     -0.18391241E+03     -0.61914500E-14     -0.99414990E+04      0.35925221E-14      0.22310316E-14      0.62107197E+04
        271.     -0.18415846E+03     -0.65699501E-14     -0.10466774E+05      0.35830480E-14      0.16781370E-14      0.60630928E+04
        272.     -0.18440926E+03     -0.69488804E-14     -0.10992007E+05      0.35731632E-14      0.10986076E-14      0.59078267E+04
        273.     -0.18466356E+03     -0.73282487E-14     -0.11517196E+05      0.35629039E-14      0.49246411E-15      0.57449243E+04
        274.     -0.18492003E+03     -0.77080591E-14     -0.12042340E+05      0.35522580E-14     -0.14027167E-15      0.55743862E+04
        275.     -0.18517732E+03     -0.80883185E-14     -0.12567436E+05      0.35412518E-14     -0.79957771E-15      0.53962144E+04
        276.     -0.18543396E+03     -0.84690335E-14     -0.13092481E+05      0.35298730E-14     -0.14854313E-14      0.52104111E+04
        277.     -0.18568849E+03     -0.88502102E-14     -0.13617475E+05      0.35181492E-14     -0.21978095E-14      0.50169780E+04
        278.     -0.18593935E+03     -0.92318536E-14     -0.14142414E+05      0.35060830E-14     -0.29366882E-14      0.48159165E+04
        279.     -0.18618489E+03     -0.96139713E-14     -0.14667297E+05      0.34936621E-14     -0.37020435E-14      0.46072295E+04
        280.     -0.18642345E+03     -0.99965685E-14     -0.15192121E+05      0.34809306E-14     -0.44938503E-14      0.43909189E+04
        281.     -0.18665331E+03     -0.10379652E-13     -0.15716886E+05      0.34678768E-14     -0.53120833E-14      0.41669863E+04
        282.     -0.18687263E+03     -0.10763227E-13     -0.16241587E+05      0.34545150E-14     -0.61567166E-14      0.39354348E+04
        283.     -0.18707959E+03     -0.11147302E-13     -0.16766225E+05      0.34408600E-14     -0.70277239E-14      0.36962664E+04
        284.     -0.18727225E+03     -0.11531881E-13     -0.17290793E+05      0.34268996E-14     -0.79250783E-14      0.34494832E+04
        285.     -0.18744865E+03     -0.11916971E-13     -0.17815295E+05      0.34126739E-14     -0.88487516E-14      0.31950881E+04
        286.     -0.18760672E+03     -0.12302578E-13     -0.18339725E+05      0.33981691E-14     -0.97987168E-14      0.29330837E+04
        287.     -0.18774442E+03     -0.12688708E-13     -0.18864082E+05      0.33833861E-14     -0.10774944E-13      0.26634724E+04
        288.     -0.18785954E+03     -0.13075367E-13     -0.19388363E+05      0.33683629E-14     -0.11777406E-13      0.23862571E+04
        289.     -0.18794987E+03     -0.13462561E-13     -0.19912568E+05      0.33530841E-14     -0.12806071E-13      0.21014407E+04
        290.     -0.18801317E+03     -0.13850297E-13     -0.20436693E+05      0.33375493E-14     -0.13860910E-13      0.18090260E+04
        291.     -0.18804709E+03     -0.14238580E-13     -0.20960738E+05      0.33218025E-14     -0.14941892E-13      0.15090160E+04
        292.     -0.18804929E+03     -0.14627415E-13     -0.21484697E+05      0.33058256E-14     -0.16048984E-13      0.12014137E+04
        293.     -0.18801724E+03     -0.15016810E-13     -0.22008572E+05      0.32896360E-14     -0.17182157E-13      0.88622217E+03
        294.     -0.18794849E+03     -0.15406769E-13     -0.22532359E+05      0.32732426E-14     -0.18341377E-13      0.56344470E+03
        295.     -0.18784047E+03     -0.15797297E-13     -0.23056057E+05      0.32566471E-14     -0.19526613E-13      0.23308463E+03
        296.     -0.18769057E+03     -0.16188399E-13     -0.23579662E+05      0.32398494E-14     -0.20737830E-13     -0.10485478E+03
        297.     -0.18749609E+03     -0.16580080E-13     -0.24103172E+05      0.32228890E-14     -0.21974994E-13     -0.45037006E+03
        298.     -0.18725433E+03     -0.16972348E-13     -0.24626588E+05      0.32057510E-14     -0.23238069E-13     -0.80345770E+03
        299.     -0.18696249E+03     -0.17365204E-13     -0.25149904E+05      0.31884292E-14     -0.24527020E-13     -0.11641141E+04
        300.     -0.18661774E+03     -0.17758654E-13     -0.25673121E+05      0.31709693E-14     -0.25841818E-13     -0.15323357E+04
