NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
        225.      0.96362756E+03      0.19218405E-14      0.58903721E+02     -0.64022107E-15     -0.52214109E-17      0.43617985E+00
        226.      0.96362756E+03      0.18773348E-14      0.54540676E+02     -0.64140119E-15     -0.52135023E-17      0.43600720E+00
        227.      0.96362756E+03      0.18329035E-14      0.50179237E+02     -0.64248248E-15     -0.52057177E-17      0.43584657E+00
        228.      0.96362756E+03      0.17885459E-14      0.45819271E+02     -0.64347076E-15     -0.51980576E-17      0.43569970E+00
        229.      0.96362756E+03      0.17442615E-14      0.41460651E+02     -0.64438889E-15     -0.51905207E-17      0.43556538E+00
        230.      0.96362756E+03      0.17000494E-14      0.37103252E+02     -0.64520585E-15     -0.51831075E-17      0.43544468E+00
        231.      0.96362756E+03      0.16559092E-14      0.32746944E+02     -0.64593743E-15     -0.51758176E-17      0.43533772E+00
        232.      0.96362756E+03      0.16118404E-14      0.28391598E+02     -0.64656719E-15     -0.51686501E-17      0.43524486E+00
        233.      0.96362756E+03      0.15678421E-14      0.24037086E+02     -0.64712068E-15     -0.51616050E-17      0.43516499E+00
        234.      0.96362756E+03      0.15239140E-14      0.19683279E+02     -0.64757246E-15     -0.51546823E-17      0.43509829E+00
        235.      0.96362762E+03      0.14800554E-14      0.15330050E+02     -0.64792663E-15     -0.51478812E-17      0.43504405E+00
        236.      0.96362762E+03      0.14362657E-14      0.10977271E+02     -0.64821134E-15     -0.51412017E-17      0.43500432E+00
        237.      0.96362762E+03      0.13925444E-14      0.66248116E+01     -0.64839758E-15     -0.51346434E-17      0.43497759E+00
        238.      0.96362762E+03      0.13488909E-14      0.22725456E+01     -0.64847974E-15     -0.51282063E-17      0.43496412E+00
        239.      0.96362762E+03      0.13053045E-14     -0.20796561E+01     -0.64847884E-15     -0.51218895E-17      0.43496445E+00
        240.      0.96362762E+03      0.12617846E-14     -0.64319220E+01     -0.64840457E-15     -0.51156935E-17      0.43497780E+00
        241.      0.96362762E+03      0.12183310E-14     -0.10784380E+02     -0.64823416E-15     -0.51096171E-17      0.43500394E+00
        242.      0.96362762E+03      0.11749427E-14     -0.15137157E+02     -0.64796734E-15     -0.51036605E-17      0.43504402E+00
        243.      0.96362756E+03      0.11316194E-14     -0.19490385E+02     -0.64761217E-15     -0.50978235E-17      0.43509746E+00
        244.      0.96362756E+03      0.10883605E-14     -0.23844189E+02     -0.64715710E-15     -0.50921057E-17      0.43516472E+00
        245.      0.96362756E+03      0.10451654E-14     -0.28198698E+02     -0.64661653E-15     -0.50865065E-17      0.43524387E+00
        246.      0.96362756E+03      0.10020335E-14     -0.32554039E+02     -0.64598671E-15     -0.50810256E-17      0.43533686E+00
        247.      0.96362756E+03      0.95896433E-15     -0.36910343E+02     -0.64528045E-15     -0.50756634E-17      0.43544328E+00
        248.      0.96362756E+03      0.91595739E-15     -0.41267738E+02     -0.64446073E-15     -0.50704186E-17      0.43556452E+00
        249.      0.96362756E+03      0.87301208E-15     -0.45626350E+02     -0.64356949E-15     -0.50652918E-17      0.43569741E+00
        250.      0.96362756E+03      0.83012781E-15     -0.49986313E+02     -0.64258360E-15     -0.50602819E-17      0.43584415E+00
        251.      0.96362756E+03      0.78730415E-15     -0.54347748E+02     -0.64149871E-15     -0.50553896E-17      0.43600401E+00
        252.      0.96362756E+03      0.74454053E-15     -0.58710785E+02     -0.64032578E-15     -0.50506134E-17      0.43617678E+00
        253.      0.96362750E+03      0.70183641E-15     -0.63075554E+02     -0.63906852E-15     -0.50459539E-17      0.43636408E+00
        254.      0.96362750E+03      0.65919132E-15     -0.67442184E+02     -0.63771713E-15     -0.50414102E-17      0.43656489E+00
        255.      0.96362750E+03      0.61660467E-15     -0.71810806E+02     -0.63627680E-15     -0.50369828E-17      0.43677872E+00
        256.      0.96362750E+03      0.57407605E-15     -0.76181549E+02     -0.63474261E-15     -0.50326702E-17      0.43700555E+00
        257.      0.96362750E+03      0.53160481E-15     -0.80554527E+02     -0.63312055E-15     -0.50284731E-17      0.43724698E+00
        258.      0.96362750E+03      0.48919059E-15     -0.84929886E+02     -0.63139980E-15     -0.50243910E-17      0.43750000E+00
        259.      0.96362750E+03      0.44683280E-15     -0.89307747E+02     -0.62958133E-15     -0.50204234E-17      0.43776649E+00
        260.      0.96362744E+03      0.40453097E-15     -0.93688248E+02     -0.62769615E-15     -0.50165700E-17      0.43804744E+00
        261.      0.96362744E+03      0.36228462E-15     -0.98071503E+02     -0.62571023E-15     -0.50128307E-17      0.43834132E+00
        262.      0.96362744E+03      0.32009325E-15     -0.10245764E+03     -0.62362806E-15     -0.50092048E-17      0.43864858E+00
        263.      0.96362744E+03      0.27795638E-15     -0.10684681E+03     -0.62146934E-15     -0.50056926E-17      0.43896949E+00
        264.      0.96362744E+03      0.23587353E-15     -0.11123911E+03     -0.61918775E-15     -0.50022933E-17      0.43930402E+00
        265.      0.96362744E+03      0.19384480E-15     -0.11563470E+03     -0.61683067E-15     -0.49989494E-17      0.43965125E+00
        266.      0.96362744E+03      0.15186651E-15     -0.12003369E+03     -0.61440085E-15     -0.49959819E-17      0.44001266E+00
        267.      0.96362744E+03      0.10994286E-15     -0.12443622E+03     -0.61186658E-15     -0.49928862E-17      0.44038707E+00
        268.      0.96362738E+03      0.68071373E-16     -0.12884241E+03     -0.60923088E-15     -0.49898996E-17      0.44077465E+00
        269.      0.96362738E+03      0.26251576E-16     -0.13325238E+03     -0.60649947E-15     -0.49870215E-17      0.44117638E+00
        270.      0.96362738E+03     -0.15516970E-16     -0.13766629E+03     -0.60368901E-15     -0.49842508E-17      0.44159138E+00
        271.      0.96362738E+03     -0.57234718E-16     -0.14208424E+03     -0.60078893E-15     -0.49815885E-17      0.44201985E+00
        272.      0.96362738E+03     -0.98902101E-16     -0.14650638E+03     -0.59777646E-15     -0.49790330E-17      0.44246185E+00
        273.      0.96362744E+03     -0.14052028E-15     -0.15093282E+03     -0.59470406E-15     -0.49765125E-17      0.44291648E+00
        274.      0.96362744E+03     -0.18208556E-15     -0.15536369E+03     -0.59151386E-15     -0.49744508E-17      0.44338453E+00
        275.      0.96362744E+03     -0.22360439E-15     -0.15979915E+03     -0.58824077E-15     -0.49722749E-17      0.44386780E+00
        276.      0.96362744E+03     -0.26507459E-15     -0.16423929E+03     -0.58486984E-15     -0.49702082E-17      0.44436359E+00
        277.      0.96362744E+03     -0.30649654E-15     -0.16868427E+03     -0.58141136E-15     -0.49682507E-17      0.44487336E+00
        278.      0.96362744E+03     -0.34787069E-15     -0.17313420E+03     -0.57785286E-15     -0.49664019E-17      0.44539610E+00
        279.      0.96362750E+03     -0.38919742E-15     -0.17758922E+03     -0.57419564E-15     -0.49646619E-17      0.44593218E+00
        280.      0.96362750E+03     -0.43047713E-15     -0.18204945E+03     -0.57046287E-15     -0.49630299E-17      0.44648266E+00
        281.      0.96362750E+03     -0.47171027E-15     -0.18651503E+03     -0.56661973E-15     -0.49615054E-17      0.44704616E+00
        282.      0.96362756E+03     -0.51289714E-15     -0.19098608E+03     -0.56269622E-15     -0.49600889E-17      0.44762367E+00
        283.      0.96362762E+03     -0.55403816E-15     -0.19546275E+03     -0.55867191E-15     -0.49587794E-17      0.44821411E+00
        284.      0.96362762E+03     -0.59513377E-15     -0.19994516E+03     -0.55455454E-15     -0.49575767E-17      0.44881845E+00
        285.      0.96362769E+03     -0.63618427E-15     -0.20443344E+03     -0.55034441E-15     -0.49564807E-17      0.44943574E+00
        286.      0.96362775E+03     -0.67719003E-15     -0.20892770E+03     -0.54602507E-15     -0.49554910E-17      0.45006704E+00
        287.      0.96362775E+03     -0.71815127E-15     -0.21342810E+03     -0.54163157E-15     -0.49546981E-17      0.45071262E+00
        288.      0.96362781E+03     -0.75906948E-15     -0.21793477E+03     -0.53714012E-15     -0.49535773E-17      0.45137227E+00
        289.      0.96362787E+03     -0.79994332E-15     -0.22244781E+03     -0.53255460E-15     -0.49528841E-17      0.45204431E+00
        290.      0.96362793E+03     -0.84077385E-15     -0.22696739E+03     -0.52786151E-15     -0.49522956E-17      0.45272988E+00
        291.      0.96362805E+03     -0.88156140E-15     -0.23149361E+03     -0.52308737E-15     -0.49518109E-17      0.45342970E+00
        292.      0.96362811E+03     -0.92230633E-15     -0.23602661E+03     -0.51821142E-15     -0.49514304E-17      0.45414329E+00
        293.      0.96362817E+03     -0.96300902E-15     -0.24056653E+03     -0.51323484E-15     -0.49511528E-17      0.45487067E+00
        294.      0.96362830E+03     -0.10036698E-14     -0.24511349E+03     -0.50817016E-15     -0.49509783E-17      0.45561141E+00
        295.      0.96362836E+03     -0.10442888E-14     -0.24966763E+03     -0.50299564E-15     -0.49509067E-17      0.45636696E+00
        296.      0.96362848E+03     -0.10848665E-14     -0.25422908E+03     -0.49773345E-15     -0.49509374E-17      0.45713523E+00
        297.      0.96362860E+03     -0.11254032E-14     -0.25879797E+03     -0.49238031E-15     -0.49510705E-17      0.45791700E+00
        298.      0.96362872E+03     -0.11658991E-14     -0.26337442E+03     -0.48692732E-15     -0.49513055E-17      0.45871386E+00
        299.      0.96362885E+03     -0.12063547E-14     -0.26795859E+03     -0.48136713E-15     -0.49516417E-17      0.45952356E+00
        300.      0.96362903E+03     -0.12467700E-14     -0.27255060E+03     -0.47571604E-15     -0.49520793E-17      0.46034762E+00
NS BraceMember_2.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
        301.     -0.10895846E+04      0.24521204E-13     -0.33098645E+04     -0.41221512E-13      0.20701709E-16     -0.11915862E+02
        302.     -0.10895836E+04      0.24522722E-13     -0.31908623E+04     -0.41297674E-13      0.20494276E-16     -0.11927086E+02
        303.     -0.10895819E+04      0.24521434E-13     -0.30717544E+04     -0.41371085E-13      0.20289500E-16     -0.11937897E+02
        304.     -0.10895795E+04      0.24517399E-13     -0.29525447E+04     -0.41441717E-13      0.20087405E-16     -0.11948296E+02
        305.     -0.10895763E+04      0.24510667E-13     -0.28332375E+04     -0.41509554E-13      0.19888011E-16     -0.11958281E+02
        306.     -0.10895726E+04      0.24501289E-13     -0.27138364E+04     -0.41574603E-13      0.19691342E-16     -0.11967854E+02
        307.     -0.10895686E+04      0.24489313E-13     -0.25943457E+04     -0.41636860E-13      0.19497416E-16     -0.11977014E+02
        308.     -0.10895641E+04      0.24474792E-13     -0.24747690E+04     -0.41696328E-13      0.19306253E-16     -0.11985761E+02
        309.     -0.10895593E+04      0.24457778E-13     -0.23551106E+04     -0.41753005E-13      0.19117869E-16     -0.11994095E+02
        310.     -0.10895543E+04      0.24438322E-13     -0.22353743E+04     -0.41806863E-13      0.18932282E-16     -0.12002014E+02
        311.     -0.10895492E+04      0.24416473E-13     -0.21155640E+04     -0.41857912E-13      0.18749511E-16     -0.12009521E+02
        312.     -0.10895439E+04      0.24392287E-13     -0.19956837E+04     -0.41906166E-13      0.18569568E-16     -0.12016612E+02
        313.     -0.10895387E+04      0.24365812E-13     -0.18757374E+04     -0.41951600E-13      0.18392472E-16     -0.12023291E+02
        314.     -0.10895334E+04      0.24337103E-13     -0.17557291E+04     -0.41994203E-13      0.18218236E-16     -0.12029554E+02
        315.     -0.10895283E+04      0.24306212E-13     -0.16356628E+04     -0.42034024E-13      0.18046876E-16     -0.12035403E+02
        316.     -0.10895233E+04      0.24273189E-13     -0.15155425E+04     -0.42070995E-13      0.17878402E-16     -0.12040838E+02
        317.     -0.10895186E+04      0.24238090E-13     -0.13953719E+04     -0.42105157E-13      0.17712829E-16     -0.12045857E+02
        318.     -0.10895139E+04      0.24200966E-13     -0.12751553E+04     -0.42136481E-13      0.17550169E-16     -0.12050463E+02
        319.     -0.10895096E+04      0.24161869E-13     -0.11548966E+04     -0.42164985E-13      0.17390432E-16     -0.12054654E+02
        320.     -0.10895057E+04      0.24120854E-13     -0.10345996E+04     -0.42190670E-13      0.17233631E-16     -0.12058431E+02
        321.     -0.10895021E+04      0.24077974E-13     -0.91426849E+03     -0.42213500E-13      0.17079777E-16     -0.12061790E+02
        322.     -0.10894988E+04      0.24033281E-13     -0.79390710E+03     -0.42233510E-13      0.16928880E-16     -0.12064736E+02
        323.     -0.10894960E+04      0.23986830E-13     -0.67351953E+03     -0.42250695E-13      0.16780947E-16     -0.12067266E+02
        324.     -0.10894935E+04      0.23938674E-13     -0.55310968E+03     -0.42265020E-13      0.16635988E-16     -0.12069382E+02
        325.     -0.10894916E+04      0.23888867E-13     -0.43268155E+03     -0.42276526E-13      0.16494015E-16     -0.12071081E+02
        326.     -0.10894901E+04      0.23837460E-13     -0.31223911E+03     -0.42285203E-13      0.16355030E-16     -0.12072368E+02
        327.     -0.10894891E+04      0.23784512E-13     -0.19178635E+03     -0.42291013E-13      0.16219045E-16     -0.12073236E+02
        328.     -0.10894885E+04      0.23730074E-13     -0.71327248E+02     -0.42293995E-13      0.16086067E-16     -0.12073689E+02
        329.     -0.10894885E+04      0.23674202E-13      0.49134212E+02     -0.42294124E-13      0.15956101E-16     -0.12073730E+02
        330.     -0.10894890E+04      0.23616947E-13      0.16959406E+03     -0.42291433E-13      0.15829155E-16     -0.12073352E+02
        331.     -0.10894899E+04      0.23558365E-13      0.29004831E+03     -0.42285877E-13      0.15705235E-16     -0.12072560E+02
        332.     -0.10894913E+04      0.23498512E-13      0.41049295E+03     -0.42277491E-13      0.15584346E-16     -0.12071353E+02
        333.     -0.10894932E+04      0.23437441E-13      0.53092407E+03     -0.42266246E-13      0.15466492E-16     -0.12069731E+02
        334.     -0.10894955E+04      0.23375206E-13      0.65133765E+03     -0.42252175E-13      0.15351683E-16     -0.12067693E+02
        335.     -0.10894983E+04      0.23311863E-13      0.77172968E+03     -0.42235265E-13      0.15239919E-16     -0.12065239E+02
        336.     -0.10895015E+04      0.23247466E-13      0.89209625E+03     -0.42215468E-13      0.15131206E-16     -0.12062369E+02
        337.     -0.10895050E+04      0.23182070E-13      0.10124333E+04     -0.42192876E-13      0.15025549E-16     -0.12059087E+02
        338.     -0.10895089E+04      0.23115729E-13      0.11327369E+04     -0.42167428E-13      0.14922952E-16     -0.12055388E+02
        339.     -0.10895132E+04      0.23048498E-13      0.12530032E+04     -0.42139123E-13      0.14823419E-16     -0.12051275E+02
        340.     -0.10895177E+04      0.22980432E-13      0.13732279E+04     -0.42107983E-13      0.14726952E-16     -0.12046746E+02
        341.     -0.10895225E+04      0.22911587E-13      0.14934073E+04     -0.42074007E-13      0.14633555E-16     -0.12041803E+02
        342.     -0.10895275E+04      0.22842017E-13      0.16135374E+04     -0.42037202E-13      0.14543233E-16     -0.12036447E+02
        343.     -0.10895326E+04      0.22771776E-13      0.17336141E+04     -0.41997550E-13      0.14455989E-16     -0.12030674E+02
        344.     -0.10895377E+04      0.22700920E-13      0.18536335E+04     -0.41955050E-13      0.14371823E-16     -0.12024487E+02
        345.     -0.10895431E+04      0.22629505E-13      0.19735917E+04     -0.41909723E-13      0.14290740E-16     -0.12017887E+02
        346.     -0.10895483E+04      0.22557583E-13      0.20934846E+04     -0.41861554E-13      0.14212743E-16     -0.12010872E+02
        347.     -0.10895535E+04      0.22485211E-13      0.22133081E+04     -0.41810559E-13      0.14137834E-16     -0.12003443E+02
        348.     -0.10895585E+04      0.22412444E-13      0.23330586E+04     -0.41756729E-13      0.14066016E-16     -0.11995601E+02
        349.     -0.10895634E+04      0.22339337E-13      0.24527319E+04     -0.41700069E-13      0.13997291E-16     -0.11987344E+02
        350.     -0.10895679E+04      0.22265943E-13      0.25723242E+04     -0.41640580E-13      0.13931662E-16     -0.11978673E+02
        351.     -0.10895720E+04      0.22192321E-13      0.26918313E+04     -0.41578293E-13      0.13869130E-16     -0.11969591E+02
        352.     -0.10895757E+04      0.22118521E-13      0.28112495E+04     -0.41513173E-13      0.13809700E-16     -0.11960094E+02
        353.     -0.10895789E+04      0.22044600E-13      0.29305745E+04     -0.41445227E-13      0.13753372E-16     -0.11950185E+02
        354.     -0.10895815E+04      0.21970613E-13      0.30498025E+04     -0.41374446E-13      0.13700149E-16     -0.11939863E+02
        355.     -0.10895834E+04      0.21896823E-13      0.31689297E+04     -0.41300805E-13      0.13653689E-16     -0.11929129E+02
        356.     -0.10895845E+04      0.21822083E-13      0.32879521E+04     -0.41224673E-13      0.13595998E-16     -0.11917982E+02
NS BraceMember_3.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
        357.     -0.10973844E+04      0.31431068E-13      0.36990051E+04      0.36995485E-13     -0.20290813E-16      0.12585842E+02
        358.     -0.10973855E+04      0.31444912E-13      0.35732979E+04      0.37082005E-13     -0.20379838E-16      0.12598489E+02
        359.     -0.10973855E+04      0.31458245E-13      0.34474712E+04      0.37165509E-13     -0.20473714E-16      0.12610697E+02
        360.     -0.10973846E+04      0.31471211E-13      0.33215298E+04      0.37246034E-13     -0.20568754E-16      0.12622466E+02
        361.     -0.10973828E+04      0.31483781E-13      0.31954775E+04      0.37323551E-13     -0.20667328E-16      0.12633796E+02
        362.     -0.10973801E+04      0.31495856E-13      0.30693188E+04      0.37398067E-13     -0.20768857E-16      0.12644686E+02
        363.     -0.10973768E+04      0.31507379E-13      0.29430579E+04      0.37469556E-13     -0.20873334E-16      0.12655137E+02
        364.     -0.10973730E+04      0.31518299E-13      0.28166990E+04      0.37538061E-13     -0.20980756E-16      0.12665148E+02
        365.     -0.10973687E+04      0.31528559E-13      0.26902461E+04      0.37603547E-13     -0.21091117E-16      0.12674717E+02
        366.     -0.10973639E+04      0.31538103E-13      0.25637036E+04      0.37666034E-13     -0.21204413E-16      0.12683847E+02
        367.     -0.10973589E+04      0.31546878E-13      0.24370757E+04      0.37725499E-13     -0.21320637E-16      0.12692538E+02
        368.     -0.10973535E+04      0.31554830E-13      0.23103665E+04      0.37781938E-13     -0.21439784E-16      0.12700786E+02
        369.     -0.10973480E+04      0.31561905E-13      0.21835806E+04      0.37835363E-13     -0.21561851E-16      0.12708593E+02
        370.     -0.10973425E+04      0.31568044E-13      0.20567217E+04      0.37885761E-13     -0.21686833E-16      0.12715959E+02
        371.     -0.10973369E+04      0.31573197E-13      0.19297946E+04      0.37933124E-13     -0.21814723E-16      0.12722883E+02
        372.     -0.10973314E+04      0.31577310E-13      0.18028031E+04      0.37977464E-13     -0.21945517E-16      0.12729367E+02
        373.     -0.10973260E+04      0.31580326E-13      0.16757516E+04      0.38018803E-13     -0.22079207E-16      0.12735409E+02
        374.     -0.10973207E+04      0.31582189E-13      0.15486443E+04      0.38057082E-13     -0.22215793E-16      0.12741009E+02
        375.     -0.10973157E+04      0.31582847E-13      0.14214855E+04      0.38092359E-13     -0.22355266E-16      0.12746167E+02
        376.     -0.10973109E+04      0.31582243E-13      0.12942793E+04      0.38124587E-13     -0.22497619E-16      0.12750884E+02
        377.     -0.10973064E+04      0.31580329E-13      0.11670300E+04      0.38153786E-13     -0.22642848E-16      0.12755157E+02
        378.     -0.10973024E+04      0.31577046E-13      0.10397421E+04      0.38179969E-13     -0.22790948E-16      0.12758989E+02
        379.     -0.10972986E+04      0.31572337E-13      0.91241937E+03      0.38203107E-13     -0.22941912E-16      0.12762378E+02
        380.     -0.10972953E+04      0.31566153E-13      0.78506635E+03      0.38223216E-13     -0.23095733E-16      0.12765326E+02
        381.     -0.10972924E+04      0.31558438E-13      0.65768719E+03      0.38240299E-13     -0.23252403E-16      0.12767830E+02
        382.     -0.10972900E+04      0.31549138E-13      0.53028619E+03      0.38254342E-13     -0.23411918E-16      0.12769893E+02
        383.     -0.10972881E+04      0.31538198E-13      0.40286755E+03      0.38265350E-13     -0.23574269E-16      0.12771511E+02
        384.     -0.10972867E+04      0.31525563E-13      0.27543549E+03      0.38273323E-13     -0.23739447E-16      0.12772689E+02
        385.     -0.10972859E+04      0.31511184E-13      0.14799428E+03      0.38278273E-13     -0.23907447E-16      0.12773423E+02
        386.     -0.10972855E+04      0.31495006E-13      0.20548149E+02      0.38280180E-13     -0.24078260E-16      0.12773715E+02
        387.     -0.10972856E+04      0.31476974E-13     -0.10689866E+03      0.38279062E-13     -0.24251875E-16      0.12773565E+02
        388.     -0.10972864E+04      0.31457032E-13     -0.23434189E+03      0.38274915E-13     -0.24428286E-16      0.12772971E+02
        389.     -0.10972876E+04      0.31435131E-13     -0.36177731E+03      0.38267732E-13     -0.24607483E-16      0.12771936E+02
        390.     -0.10972893E+04      0.31411217E-13     -0.48920068E+03      0.38257534E-13     -0.24789456E-16      0.12770457E+02
        391.     -0.10972915E+04      0.31385234E-13     -0.61660779E+03      0.38244320E-13     -0.24974194E-16      0.12768536E+02
        392.     -0.10972942E+04      0.31357133E-13     -0.74399432E+03      0.38228040E-13     -0.25161686E-16      0.12766172E+02
        393.     -0.10972974E+04      0.31326860E-13     -0.87135614E+03      0.38208755E-13     -0.25351923E-16      0.12763367E+02
        394.     -0.10973010E+04      0.31294361E-13     -0.99868890E+03      0.38186468E-13     -0.25544891E-16      0.12760118E+02
        395.     -0.10973049E+04      0.31259585E-13     -0.11259884E+04      0.38161145E-13     -0.25740579E-16      0.12756428E+02
        396.     -0.10973093E+04      0.31222478E-13     -0.12532505E+04      0.38132803E-13     -0.25938973E-16      0.12752295E+02
        397.     -0.10973140E+04      0.31182993E-13     -0.13804707E+04      0.38101453E-13     -0.26140060E-16      0.12747720E+02
        398.     -0.10973190E+04      0.31141068E-13     -0.15076450E+04      0.38067087E-13     -0.26343828E-16      0.12742702E+02
        399.     -0.10973242E+04      0.31096663E-13     -0.16347692E+04      0.38029713E-13     -0.26550261E-16      0.12737243E+02
        400.     -0.10973296E+04      0.31049717E-13     -0.17618389E+04      0.37989323E-13     -0.26759342E-16      0.12731342E+02
        401.     -0.10973351E+04      0.31000183E-13     -0.18888499E+04      0.37945927E-13     -0.26971059E-16      0.12724999E+02
        402.     -0.10973406E+04      0.30948009E-13     -0.20157980E+04      0.37899520E-13     -0.27185392E-16      0.12718216E+02
        403.     -0.10973462E+04      0.30893145E-13     -0.21426790E+04      0.37850131E-13     -0.27402326E-16      0.12710990E+02
        404.     -0.10973517E+04      0.30835536E-13     -0.22694885E+04      0.37797758E-13     -0.27621842E-16      0.12703323E+02
        405.     -0.10973571E+04      0.30775140E-13     -0.23962227E+04      0.37742355E-13     -0.27843922E-16      0.12695216E+02
        406.     -0.10973622E+04      0.30711897E-13     -0.25228767E+04      0.37683974E-13     -0.28068548E-16      0.12686667E+02
        407.     -0.10973671E+04      0.30645764E-13     -0.26494470E+04      0.37622639E-13     -0.28295695E-16      0.12677678E+02
        408.     -0.10973716E+04      0.30576687E-13     -0.27759287E+04      0.37558281E-13     -0.28525347E-16      0.12668248E+02
        409.     -0.10973756E+04      0.30504614E-13     -0.29023181E+04      0.37490959E-13     -0.28757480E-16      0.12658379E+02
        410.     -0.10973792E+04      0.30429503E-13     -0.30286108E+04      0.37420679E-13     -0.28992075E-16      0.12648068E+02
        411.     -0.10973820E+04      0.30351301E-13     -0.31548025E+04      0.37347417E-13     -0.29229105E-16      0.12637318E+02
        412.     -0.10973840E+04      0.30270162E-13     -0.32808889E+04      0.37271086E-13     -0.29464683E-16      0.12626128E+02
