eval_index,objective
1,107.122
2,107.212
3,109.233
4,107.288
5,108.730
6,68.723
7,68.817
8,70.774
9,68.730
10,70.528
11,64.731
12,68.319
13,68.683
14,68.777
15,70.734
16,68.690
17,70.489
18,58.808
19,67.658
20,68.579
21,68.674
22,68.683
23,68.776
24,70.733
25,68.690
26,70.488
27,58.799
28,67.657
29,68.581
30,68.673
31,68.682
32,68.683
33,68.683
34,68.683
35,68.776
36,70.733
37,68.690
38,70.488
39,58.797
40,67.659
41,68.581
42,68.673
43,68.682
44,68.776
45,70.733
46,68.689
47,70.488
48,58.810
49,67.657
50,68.578
51,68.671
52,68.680
53,68.682
54,68.682
55,68.682
56,68.776
57,70.733
58,68.689
59,70.488
60,68.640
61,68.676
62,68.680
63,68.682
64,68.682
65,68.682
66,68.682
67,68.682
68,68.776
69,70.733
70,68.689
71,70.488
72,68.485
73,68.664
74,68.679
