eval_index,objective
1,107.122
2,105.004
3,109.420
4,105.500
5,109.077
6,52.197
7,50.071
8,54.424
9,50.722
10,53.817
11,55.605
12,53.585
13,57.751
14,54.439
15,56.916
16,60.380
17,58.432
18,62.471
19,59.214
20,61.690
21,60.698
22,60.563
23,60.475
24,60.428
25,60.404
26,60.391
27,60.385
28,60.382
29,60.381
30,60.380
31,60.380
32,58.433
33,62.471
34,59.214
35,61.691
36,59.850
37,60.191
38,60.304
39,60.347
40,60.366
41,60.374
42,60.377
43,60.379
44,60.379
45,60.380
46,60.380
47,58.433
48,62.471
49,59.214
50,61.691
51,59.851
52,60.190
53,60.303
54,60.347
55,60.365
56,60.373
57,60.377
58,60.379
59,60.379
60,60.380
61,60.380
62,58.433
63,62.471
64,59.214
65,61.690
66,59.852
67,60.190
68,60.303
69,60.347
70,60.365
71,60.373
72,60.377
73,60.378
74,60.379
75,60.379
76,60.380
77,58.433
78,62.470
79,59.214
80,61.690
81,59.854
82,60.190
83,60.303
84,60.347
85,60.365
86,60.373
87,60.377
88,60.378
89,60.379
90,60.379
91,60.379
92,58.433
93,62.470
94,59.214
95,61.690
96,59.855
97,60.190
98,60.303
99,60.346
100,60.365
101,60.373
102,60.377
103,60.378
104,60.379
105,60.379
106,60.379
107,58.432
108,62.470
109,59.213
110,61.690
111,59.857
112,60.190
113,60.303
114,60.346
115,60.365
116,60.373
117,60.376
118,60.378
119,60.379
120,60.379
121,60.379
122,58.432
123,62.470
124,59.213
125,61.690
126,59.858
127,60.191
128,60.303
129,60.346
130,60.365
131,60.373
132,60.376
133,60.378
134,60.379
135,60.379
136,60.379
137,58.432
138,62.470
139,59.213
140,61.690
141,59.859
142,60.191
143,60.303
144,60.346
145,60.365
146,60.373
147,60.376
148,60.378
149,60.378
150,60.379
151,60.379
152,58.432
153,62.470
154,59.213
155,61.690
156,59.861
157,60.192
158,60.303
159,60.346
160,60.365
161,60.372
162,60.376
163,60.378
164,60.378
165,60.379
166,60.379
167,58.432
168,62.469
169,59.213
170,61.690
171,59.862
172,60.192
173,60.303
174,60.346
175,60.364
176,60.372
177,60.376
178,60.378
179,60.378
180,60.379
181,60.379
182,58.432
183,62.469
184,59.213
185,61.689
186,59.863
187,60.193
188,60.304
189,60.347
190,60.364
191,60.372
192,60.376
193,60.377
194,60.378
195,60.378
196,60.379
197,58.432
198,62.469
199,59.213
200,61.689
201,59.865
202,60.194
203,60.304
204,60.346
205,60.364
206,60.372
207,60.376
208,60.377
209,60.378
210,60.378
211,60.378
212,58.432
213,62.469
214,59.213
215,61.689
216,59.866
217,60.194
218,60.304
219,60.346
220,60.364
221,60.372
222,60.376
223,60.377
224,60.378
225,60.378
226,60.378
227,58.432
228,62.469
229,59.212
230,61.689
231,59.868
232,60.195
233,60.304
234,60.346
235,60.364
236,60.372
237,60.375
238,60.377
239,60.378
240,60.378
241,60.378
242,58.432
243,62.469
244,59.212
245,61.689
246,59.869
247,60.195
248,60.304
249,60.346
250,60.364
251,60.372
252,60.375
253,60.377
254,60.378
255,60.378
256,60.378
257,58.432
258,62.468
259,59.212
260,61.689
261,59.870
262,60.196
263,60.304
264,60.347
265,60.364
266,60.372
267,60.375
268,60.377
269,60.378
270,60.378
271,60.378
272,58.432
273,62.468
274,59.212
275,61.689
