Optimization Data
 
Start time: 2026-05-18 20:28:51 
 
Solver Options:
Method: Self-Written-slp_mvp 
# acc: 0.001 
# finite_diff_abs_step: [1.474851, 0.3956835, 0.024489999999999998, 0.145962, 0.017105] 
# maxiter: 150 
# Aggregate: None 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
# move_limit: 0.1 
# backtrack_max: 8 
# feasibility_tol: 1e-05 
# penalty_weight: 1 
Design Variables and Bounds 
# x0 = [294.97, 79.14, 4.90, 29.19, 3.42]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108.0] 
 x[2] (t0) bounds = [2.5, 5.0] 
 x[3] (d1) bounds = [25.0, 60.0] 
 x[4] (t1) bounds = [2.0, 6.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 197.37, 294.97 ,79.14 ,4.90 ,29.19 ,3.42, NA, NA, NA, 39.476,39.422,39.422,39.422,40.182
1, 2, 197.76, 296.45 ,79.14 ,4.90 ,29.19 ,3.42, NA, NA, NA, 39.554,39.501,39.501,39.501,40.261
1, 3, 197.95, 294.97 ,79.53 ,4.90 ,29.19 ,3.42, NA, NA, NA, 39.592,39.538,39.538,39.538,40.302
1, 4, 197.88, 294.97 ,79.14 ,4.92 ,29.19 ,3.42, NA, NA, NA, 39.577,39.523,39.523,39.523,40.287
1, 5, 197.87, 294.97 ,79.14 ,4.90 ,29.34 ,3.42, NA, NA, NA, 39.575,39.522,39.522,39.522,40.282
1, 6, 197.75, 294.97 ,79.14 ,4.90 ,29.19 ,3.44, NA, NA, NA, 39.552,39.498,39.498,39.498,40.258
1, 7, 177.97, 284.97 ,76.15 ,4.77 ,27.44 ,3.22, NA, NA, NA, 35.595,35.545,35.545,35.545,36.257
2, 8, 178.32, 286.45 ,76.15 ,4.77 ,27.44 ,3.22, NA, NA, NA, 35.665,35.614,35.614,35.614,36.327
2, 9, 178.53, 284.97 ,76.55 ,4.77 ,27.44 ,3.22, NA, NA, NA, 35.709,35.658,35.658,35.658,36.374
2, 10, 178.46, 284.97 ,76.15 ,4.80 ,27.44 ,3.22, NA, NA, NA, 35.693,35.642,35.642,35.642,36.358
2, 11, 178.42, 284.97 ,76.15 ,4.77 ,27.59 ,3.22, NA, NA, NA, 35.686,35.636,35.636,35.636,36.348
2, 12, 178.32, 284.97 ,76.15 ,4.77 ,27.44 ,3.24, NA, NA, NA, 35.665,35.615,35.615,35.615,36.327
2, 13, 158.50, 273.97 ,72.87 ,4.65 ,25.52 ,3.00, NA, NA, NA, 31.703,31.656,31.656,31.656,32.319
3, 14, 158.81, 275.45 ,72.87 ,4.65 ,25.52 ,3.00, NA, NA, NA, 31.763,31.716,31.716,31.716,32.379
3, 15, 159.06, 273.97 ,73.26 ,4.65 ,25.52 ,3.00, NA, NA, NA, 31.813,31.766,31.766,31.766,32.433
3, 16, 158.97, 273.97 ,72.87 ,4.67 ,25.52 ,3.00, NA, NA, NA, 31.796,31.749,31.749,31.749,32.415
3, 17, 158.92, 273.97 ,72.87 ,4.65 ,25.66 ,3.00, NA, NA, NA, 31.785,31.738,31.738,31.738,32.401
3, 18, 158.82, 273.97 ,72.87 ,4.65 ,25.52 ,3.02, NA, NA, NA, 31.765,31.718,31.718,31.718,32.381
3, 19, 142.94, 261.87 ,69.26 ,4.51 ,25.00 ,2.76, NA, NA, NA, 28.589,28.546,28.546,28.546,29.156
4, 20, 143.21, 263.35 ,69.26 ,4.51 ,25.00 ,2.76, NA, NA, NA, 28.643,28.600,28.600,28.600,29.211
4, 21, 143.47, 261.87 ,69.65 ,4.51 ,25.00 ,2.76, NA, NA, NA, 28.696,28.653,28.653,28.653,29.267
4, 22, 143.38, 261.87 ,69.26 ,4.54 ,25.00 ,2.76, NA, NA, NA, 28.677,28.634,28.634,28.634,29.248
4, 23, 143.30, 261.87 ,69.26 ,4.51 ,25.15 ,2.76, NA, NA, NA, 28.661,28.618,28.618,28.618,29.229
4, 24, 143.24, 261.87 ,69.26 ,4.51 ,25.00 ,2.78, NA, NA, NA, 28.649,28.606,28.606,28.606,29.216
4, 25, 128.03, 248.56 ,65.28 ,4.36 ,25.00 ,2.49, NA, NA, NA, 25.607,25.568,25.568,25.568,26.123
5, 26, 128.28, 250.04 ,65.28 ,4.36 ,25.00 ,2.49, NA, NA, NA, 25.657,25.618,25.618,25.618,26.173
5, 27, 128.55, 248.56 ,65.68 ,4.36 ,25.00 ,2.49, NA, NA, NA, 25.711,25.672,25.672,25.672,26.230
5, 28, 128.45, 248.56 ,65.28 ,4.38 ,25.00 ,2.49, NA, NA, NA, 25.691,25.651,25.651,25.651,26.209
5, 29, 128.34, 248.56 ,65.28 ,4.36 ,25.15 ,2.49, NA, NA, NA, 25.670,25.631,25.631,25.631,26.186
5, 30, 128.33, 248.56 ,65.28 ,4.36 ,25.00 ,2.51, NA, NA, NA, 25.666,25.627,25.627,25.627,26.182
5, 31, 112.40, 233.92 ,60.91 ,4.19 ,25.00 ,2.20, NA, NA, NA, 22.481,22.446,22.446,22.446,22.943
6, 32, 112.62, 235.39 ,60.91 ,4.19 ,25.00 ,2.20, NA, NA, NA, 22.525,22.489,22.489,22.489,22.987
6, 33, 112.90, 233.92 ,61.31 ,4.19 ,25.00 ,2.20, NA, NA, NA, 22.580,22.545,22.545,22.545,23.046
6, 34, 112.78, 233.92 ,60.91 ,4.22 ,25.00 ,2.20, NA, NA, NA, 22.558,22.522,22.522,22.522,23.022
6, 35, 112.66, 233.92 ,60.91 ,4.19 ,25.15 ,2.20, NA, NA, NA, 22.533,22.498,22.498,22.498,22.995
6, 36, 112.69, 233.92 ,60.91 ,4.19 ,25.00 ,2.22, NA, NA, NA, 22.538,22.503,22.503,22.503,23.000
6, 37, 98.13, 217.81 ,56.11 ,4.01 ,25.00 ,2.00, NA, NA, NA, 19.628,19.597,19.597,19.597,20.034
7, 38, 98.33, 219.29 ,56.11 ,4.01 ,25.00 ,2.00, NA, NA, NA, 19.668,19.637,19.637,19.637,20.073
7, 39, 98.61, 217.81 ,56.50 ,4.01 ,25.00 ,2.00, NA, NA, NA, 19.723,19.692,19.692,19.692,20.132
7, 40, 98.49, 217.81 ,56.11 ,4.04 ,25.00 ,2.00, NA, NA, NA, 19.698,19.667,19.667,19.667,20.107
7, 41, 98.36, 217.81 ,56.11 ,4.01 ,25.15 ,2.00, NA, NA, NA, 19.673,19.642,19.642,19.642,20.079
7, 42, 98.41, 217.81 ,56.11 ,4.01 ,25.00 ,2.02, NA, NA, NA, 19.683,19.652,19.652,19.652,20.089
7, 43, 86.79, 200.10 ,50.82 ,3.81 ,25.00 ,2.00, NA, NA, NA, 17.360,17.333,17.333,17.333,17.708
8, 44, 86.99, 201.57 ,50.82 ,3.81 ,25.00 ,2.00, NA, NA, NA, 17.399,17.373,17.373,17.373,17.747
8, 45, 87.25, 200.10 ,51.21 ,3.81 ,25.00 ,2.00, NA, NA, NA, 17.450,17.423,17.423,17.423,17.801
8, 46, 87.11, 200.10 ,50.82 ,3.83 ,25.00 ,2.00, NA, NA, NA, 17.423,17.397,17.397,17.397,17.773
8, 47, 87.00, 200.10 ,50.82 ,3.81 ,25.15 ,2.00, NA, NA, NA, 17.402,17.375,17.375,17.375,17.750
8, 48, 87.05, 200.10 ,50.82 ,3.81 ,25.00 ,2.02, NA, NA, NA, 17.411,17.385,17.385,17.385,17.759
8, 49, 79.14, 184.59 ,48.30 ,3.59 ,25.00 ,2.00, NA, NA, NA, 15.829,15.805,15.805,15.805,16.141
9, 50, 79.34, 186.06 ,48.30 ,3.59 ,25.00 ,2.00, NA, NA, NA, 15.868,15.844,15.844,15.844,16.180
9, 51, 79.57, 184.59 ,48.70 ,3.59 ,25.00 ,2.00, NA, NA, NA, 15.914,15.890,15.890,15.890,16.229
9, 52, 79.44, 184.59 ,48.30 ,3.61 ,25.00 ,2.00, NA, NA, NA, 15.889,15.866,15.866,15.866,16.203
9, 53, 79.34, 184.59 ,48.30 ,3.59 ,25.15 ,2.00, NA, NA, NA, 15.868,15.845,15.845,15.845,16.180
9, 54, 79.38, 184.59 ,48.30 ,3.59 ,25.00 ,2.02, NA, NA, NA, 15.877,15.854,15.854,15.854,16.189
9, 55, 77.97, 198.52 ,48.30 ,3.35 ,25.00 ,2.00, NA, NA, NA, 15.595,15.572,15.572,15.572,15.887
10, 56, 78.17, 200.00 ,48.30 ,3.35 ,25.00 ,2.00, NA, NA, NA, 15.634,15.612,15.612,15.612,15.926
10, 57, 78.37, 198.52 ,48.70 ,3.35 ,25.00 ,2.00, NA, NA, NA, 15.674,15.652,15.652,15.652,15.969
10, 58, 78.28, 198.52 ,48.30 ,3.37 ,25.00 ,2.00, NA, NA, NA, 15.656,15.633,15.633,15.633,15.950
10, 59, 78.18, 198.52 ,48.30 ,3.35 ,25.15 ,2.00, NA, NA, NA, 15.636,15.614,15.614,15.614,15.929
10, 60, 78.23, 198.52 ,48.30 ,3.35 ,25.00 ,2.02, NA, NA, NA, 15.646,15.624,15.624,15.624,15.938
10, 61, 76.92, 208.52 ,48.53 ,3.14 ,25.00 ,2.00, NA, NA, NA, 15.384,15.363,15.363,15.363,15.661
11, 62, 77.12, 210.00 ,48.53 ,3.14 ,25.00 ,2.00, NA, NA, NA, 15.424,15.403,15.403,15.403,15.701
11, 63, 77.29, 208.52 ,48.92 ,3.14 ,25.00 ,2.00, NA, NA, NA, 15.459,15.438,15.438,15.438,15.738
11, 64, 77.23, 208.52 ,48.53 ,3.16 ,25.00 ,2.00, NA, NA, NA, 15.447,15.425,15.425,15.425,15.725
11, 65, 77.14, 208.52 ,48.53 ,3.14 ,25.15 ,2.00, NA, NA, NA, 15.428,15.407,15.407,15.407,15.704
11, 66, 77.19, 208.52 ,48.53 ,3.14 ,25.00 ,2.02, NA, NA, NA, 15.438,15.417,15.417,15.417,15.714
11, 67, 75.95, 219.52 ,48.66 ,2.94 ,25.00 ,2.00, NA, NA, NA, 15.191,15.171,15.171,15.171,15.452
12, 68, 76.15, 221.00 ,48.66 ,2.94 ,25.00 ,2.00, NA, NA, NA, 15.231,15.211,15.211,15.211,15.492
12, 69, 76.30, 219.52 ,49.05 ,2.94 ,25.00 ,2.00, NA, NA, NA, 15.261,15.241,15.241,15.241,15.524
12, 70, 76.27, 219.52 ,48.66 ,2.96 ,25.00 ,2.00, NA, NA, NA, 15.254,15.234,15.234,15.234,15.517
12, 71, 76.18, 219.52 ,48.66 ,2.94 ,25.15 ,2.00, NA, NA, NA, 15.237,15.217,15.217,15.217,15.497
12, 72, 76.23, 219.52 ,48.66 ,2.94 ,25.00 ,2.02, NA, NA, NA, 15.247,15.227,15.227,15.227,15.508
12, 73, 75.23, 231.62 ,48.79 ,2.74 ,25.00 ,2.00, NA, NA, NA, 15.047,15.029,15.029,15.029,15.293
13, 74, 75.43, 233.10 ,48.79 ,2.74 ,25.00 ,2.00, NA, NA, NA, 15.087,15.069,15.069,15.069,15.333
13, 75, 75.56, 231.62 ,49.19 ,2.74 ,25.00 ,2.00, NA, NA, NA, 15.113,15.094,15.094,15.094,15.360
13, 76, 75.55, 231.62 ,48.79 ,2.77 ,25.00 ,2.00, NA, NA, NA, 15.111,15.092,15.092,15.092,15.359
13, 77, 75.47, 231.62 ,48.79 ,2.74 ,25.15 ,2.00, NA, NA, NA, 15.095,15.076,15.076,15.076,15.340
13, 78, 75.52, 231.62 ,48.79 ,2.74 ,25.00 ,2.02, NA, NA, NA, 15.106,15.087,15.087,15.087,15.351
13, 79, 74.78, 244.93 ,48.95 ,2.56 ,25.00 ,2.00, NA, NA, NA, 14.956,14.938,14.938,14.938,15.187
14, 80, 74.98, 246.41 ,48.95 ,2.56 ,25.00 ,2.00, NA, NA, NA, 14.996,14.979,14.979,14.979,15.227
14, 81, 75.08, 244.93 ,49.34 ,2.56 ,25.00 ,2.00, NA, NA, NA, 15.017,14.999,14.999,14.999,15.250
14, 82, 75.10, 244.93 ,48.95 ,2.59 ,25.00 ,2.00, NA, NA, NA, 15.020,15.003,15.003,15.003,15.253
14, 83, 75.03, 244.93 ,48.95 ,2.56 ,25.15 ,2.00, NA, NA, NA, 15.006,14.988,14.988,14.988,15.237
14, 84, 75.08, 244.93 ,48.95 ,2.56 ,25.00 ,2.02, NA, NA, NA, 15.017,15.000,15.000,15.000,15.248
14, 85, 74.81, 250.17 ,49.11 ,2.50 ,25.00 ,2.00, NA, NA, NA, 14.962,14.945,14.945,14.945,15.189
15, 86, 75.01, 251.65 ,49.11 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.003,14.986,14.986,14.986,15.229
15, 87, 75.11, 250.17 ,49.51 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.022,15.004,15.004,15.004,15.250
15, 88, 75.13, 250.17 ,49.11 ,2.52 ,25.00 ,2.00, NA, NA, NA, 15.027,15.010,15.010,15.010,15.256
15, 89, 75.06, 250.17 ,49.11 ,2.50 ,25.15 ,2.00, NA, NA, NA, 15.013,14.996,14.996,14.996,15.239
15, 90, 75.12, 250.17 ,49.11 ,2.50 ,25.00 ,2.02, NA, NA, NA, 15.025,15.007,15.007,15.007,15.251
15, 91, 74.82, 249.25 ,49.30 ,2.50 ,25.00 ,2.00, NA, NA, NA, 14.965,14.948,14.948,14.948,15.192
16, 92, 75.02, 250.73 ,49.30 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.005,14.988,14.988,14.988,15.233
16, 93, 75.12, 249.25 ,49.69 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.024,15.007,15.007,15.007,15.253
16, 94, 75.15, 249.25 ,49.30 ,2.52 ,25.00 ,2.00, NA, NA, NA, 15.030,15.012,15.012,15.012,15.259
16, 95, 75.07, 249.25 ,49.30 ,2.50 ,25.15 ,2.00, NA, NA, NA, 15.015,14.998,14.998,14.998,15.243
16, 96, 75.13, 249.25 ,49.30 ,2.50 ,25.00 ,2.02, NA, NA, NA, 15.027,15.010,15.010,15.010,15.254
16, 97, 74.82, 248.10 ,49.50 ,2.50 ,25.00 ,2.00, NA, NA, NA, 14.964,14.946,14.946,14.946,15.192
17, 98, 75.02, 249.58 ,49.50 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.004,14.987,14.987,14.987,15.232
17, 99, 75.11, 248.10 ,49.90 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.023,15.006,15.006,15.006,15.253
17, 100, 75.14, 248.10 ,49.50 ,2.52 ,25.00 ,2.00, NA, NA, NA, 15.029,15.012,15.012,15.012,15.259
17, 101, 75.07, 248.10 ,49.50 ,2.50 ,25.15 ,2.00, NA, NA, NA, 15.014,14.996,14.996,14.996,15.242
17, 102, 75.12, 248.10 ,49.50 ,2.50 ,25.00 ,2.02, NA, NA, NA, 15.025,15.008,15.008,15.008,15.254
17, 103, 74.81, 246.91 ,49.71 ,2.50 ,25.00 ,2.00, NA, NA, NA, 14.963,14.945,14.945,14.945,15.192
18, 104, 75.01, 248.38 ,49.71 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.003,14.986,14.986,14.986,15.233
18, 105, 75.11, 246.91 ,50.11 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.022,15.005,15.005,15.005,15.254
18, 106, 75.14, 246.91 ,49.71 ,2.52 ,25.00 ,2.00, NA, NA, NA, 15.029,15.011,15.011,15.011,15.260
18, 107, 75.06, 246.91 ,49.71 ,2.50 ,25.15 ,2.00, NA, NA, NA, 15.013,14.995,14.995,14.995,15.242
18, 108, 75.12, 246.91 ,49.71 ,2.50 ,25.00 ,2.02, NA, NA, NA, 15.024,15.007,15.007,15.007,15.254
18, 109, 74.81, 246.92 ,49.71 ,2.50 ,25.00 ,2.00, NA, NA, NA, 14.963,14.946,14.946,14.946,15.192
19, 110, 75.01, 248.39 ,49.71 ,2.50 ,25.00 ,2.00, NA, NA, NA, 15.003,14.986,14.986,14.986,15.233
