Optimization Data
 
Start time: 2026-05-18 17:17:14 
 
Solver Options:
Method: Self-Written-slp_mvp 
# acc: 0.001 
# finite_diff_abs_step: [1.297063, 0.4985935, 0.014901, 0.126655, 0.018323000000000002] 
# maxiter: 150 
# Aggregate: None 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
# move_limit: 0.1 
# backtrack_max: 8 
# feasibility_tol: 1e-05 
# penalty_weight: 1 
Design Variables and Bounds 
# x0 = [259.41, 99.72, 2.98, 25.33, 3.66]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108.0] 
 x[2] (t0) bounds = [2.5, 5.0] 
 x[3] (d1) bounds = [25.0, 60.0] 
 x[4] (t1) bounds = [2.0, 6.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 157.47, 259.41 ,99.72 ,2.98 ,25.33 ,3.66, NA, NA, NA, 31.496,31.454,31.454,31.454,32.056
1, 2, 157.78, 260.71 ,99.72 ,2.98 ,25.33 ,3.66, NA, NA, NA, 31.558,31.516,31.516,31.516,32.118
1, 3, 157.92, 259.41 ,100.22 ,2.98 ,25.33 ,3.66, NA, NA, NA, 31.586,31.543,31.543,31.543,32.149
1, 4, 157.89, 259.41 ,99.72 ,3.00 ,25.33 ,3.66, NA, NA, NA, 31.580,31.537,31.537,31.537,32.143
1, 5, 157.89, 259.41 ,99.72 ,2.98 ,25.46 ,3.66, NA, NA, NA, 31.579,31.537,31.537,31.537,32.139
1, 6, 157.77, 259.41 ,99.72 ,2.98 ,25.33 ,3.68, NA, NA, NA, 31.555,31.513,31.513,31.513,32.115
1, 7, 144.89, 249.41 ,96.73 ,2.86 ,25.00 ,3.46, NA, NA, NA, 28.979,28.939,28.939,28.939,29.499
2, 8, 145.17, 250.71 ,96.73 ,2.86 ,25.00 ,3.46, NA, NA, NA, 29.036,28.997,28.997,28.997,29.557
2, 9, 145.31, 249.41 ,97.23 ,2.86 ,25.00 ,3.46, NA, NA, NA, 29.064,29.024,29.024,29.024,29.587
2, 10, 145.29, 249.41 ,96.73 ,2.87 ,25.00 ,3.46, NA, NA, NA, 29.060,29.020,29.020,29.020,29.583
2, 11, 145.27, 249.41 ,96.73 ,2.86 ,25.13 ,3.46, NA, NA, NA, 29.054,29.015,29.015,29.015,29.575
2, 12, 145.17, 249.41 ,96.73 ,2.86 ,25.00 ,3.48, NA, NA, NA, 29.036,28.996,28.996,28.996,29.556
2, 13, 132.66, 238.41 ,93.45 ,2.72 ,25.00 ,3.24, NA, NA, NA, 26.533,26.497,26.497,26.497,27.012
3, 14, 132.93, 239.71 ,93.45 ,2.72 ,25.00 ,3.24, NA, NA, NA, 26.588,26.551,26.551,26.551,27.067
3, 15, 133.07, 238.41 ,93.95 ,2.72 ,25.00 ,3.24, NA, NA, NA, 26.614,26.578,26.578,26.578,27.096
3, 16, 133.05, 238.41 ,93.45 ,2.73 ,25.00 ,3.24, NA, NA, NA, 26.612,26.575,26.575,26.575,27.093
3, 17, 133.00, 238.41 ,93.45 ,2.72 ,25.13 ,3.24, NA, NA, NA, 26.601,26.565,26.565,26.565,27.080
3, 18, 132.94, 238.41 ,93.45 ,2.72 ,25.00 ,3.26, NA, NA, NA, 26.589,26.553,26.553,26.553,27.068
3, 19, 119.74, 226.31 ,89.84 ,2.57 ,25.00 ,3.00, NA, NA, NA, 23.949,23.916,23.916,23.916,24.384
4, 20, 119.99, 227.61 ,89.84 ,2.57 ,25.00 ,3.00, NA, NA, NA, 24.000,23.966,23.966,23.966,24.435
4, 21, 120.12, 226.31 ,90.34 ,2.57 ,25.00 ,3.00, NA, NA, NA, 24.026,23.992,23.992,23.992,24.463
4, 22, 120.12, 226.31 ,89.84 ,2.58 ,25.00 ,3.00, NA, NA, NA, 24.025,23.991,23.991,23.991,24.462
4, 23, 120.04, 226.31 ,89.84 ,2.57 ,25.13 ,3.00, NA, NA, NA, 24.009,23.976,23.976,23.976,24.445
4, 24, 120.02, 226.31 ,89.84 ,2.57 ,25.00 ,3.02, NA, NA, NA, 24.004,23.971,23.971,23.971,24.439
4, 25, 114.24, 213.00 ,85.87 ,2.73 ,25.00 ,2.74, NA, NA, NA, 22.850,22.816,22.816,22.816,23.291
5, 26, 114.47, 214.30 ,85.87 ,2.73 ,25.00 ,2.74, NA, NA, NA, 22.896,22.862,22.862,22.862,23.337
5, 27, 114.65, 213.00 ,86.36 ,2.73 ,25.00 ,2.74, NA, NA, NA, 22.931,22.898,22.898,22.898,23.375
5, 28, 114.60, 213.00 ,85.87 ,2.75 ,25.00 ,2.74, NA, NA, NA, 22.921,22.888,22.888,22.888,23.365
5, 29, 114.50, 213.00 ,85.87 ,2.73 ,25.13 ,2.74, NA, NA, NA, 22.902,22.868,22.868,22.868,23.343
5, 30, 114.51, 213.00 ,85.87 ,2.73 ,25.00 ,2.75, NA, NA, NA, 22.904,22.870,22.870,22.870,23.345
5, 31, 105.25, 198.36 ,81.49 ,2.79 ,25.00 ,2.44, NA, NA, NA, 21.050,21.018,21.018,21.018,21.477
6, 32, 105.45, 199.66 ,81.49 ,2.79 ,25.00 ,2.44, NA, NA, NA, 21.092,21.059,21.059,21.059,21.518
6, 33, 105.66, 198.36 ,81.99 ,2.79 ,25.00 ,2.44, NA, NA, NA, 21.134,21.101,21.101,21.101,21.563
6, 34, 105.58, 198.36 ,81.49 ,2.81 ,25.00 ,2.44, NA, NA, NA, 21.118,21.085,21.085,21.085,21.547
6, 35, 105.47, 198.36 ,81.49 ,2.79 ,25.13 ,2.44, NA, NA, NA, 21.094,21.062,21.062,21.062,21.521
6, 36, 105.51, 198.36 ,81.49 ,2.79 ,25.00 ,2.46, NA, NA, NA, 21.103,21.070,21.070,21.070,21.529
6, 37, 95.64, 182.26 ,76.69 ,2.86 ,25.00 ,2.12, NA, NA, NA, 19.128,19.097,19.097,19.097,19.538
7, 38, 95.82, 183.55 ,76.69 ,2.86 ,25.00 ,2.12, NA, NA, NA, 19.164,19.133,19.133,19.133,19.574
7, 39, 96.06, 182.26 ,77.19 ,2.86 ,25.00 ,2.12, NA, NA, NA, 19.214,19.182,19.182,19.182,19.626
7, 40, 95.95, 182.26 ,76.69 ,2.87 ,25.00 ,2.12, NA, NA, NA, 19.192,19.160,19.160,19.160,19.603
7, 41, 95.81, 182.26 ,76.69 ,2.86 ,25.13 ,2.12, NA, NA, NA, 19.164,19.133,19.133,19.133,19.573
7, 42, 95.89, 182.26 ,76.69 ,2.86 ,25.00 ,2.14, NA, NA, NA, 19.179,19.148,19.148,19.148,19.588
7, 43, 88.48, 164.54 ,71.40 ,2.93 ,25.00 ,2.00, NA, NA, NA, 17.698,17.668,17.668,17.668,18.087
8, 44, 88.65, 165.84 ,71.40 ,2.93 ,25.00 ,2.00, NA, NA, NA, 17.731,17.702,17.702,17.702,18.121
8, 45, 88.92, 164.54 ,71.90 ,2.93 ,25.00 ,2.00, NA, NA, NA, 17.785,17.756,17.756,17.756,18.177
8, 46, 88.78, 164.54 ,71.40 ,2.94 ,25.00 ,2.00, NA, NA, NA, 17.756,17.727,17.727,17.727,18.147
8, 47, 88.64, 164.54 ,71.40 ,2.93 ,25.13 ,2.00, NA, NA, NA, 17.729,17.699,17.699,17.699,18.118
