NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
         77.     -0.26468450E+04      0.41222889E+02      0.43281268E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         78.     -0.26468450E+04      0.25841305E+02      0.41821777E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         79.     -0.26468450E+04      0.10459723E+02      0.40362283E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         80.     -0.26468450E+04     -0.49218593E+01      0.38902789E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         81.     -0.26468450E+04     -0.20303442E+02      0.37443298E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         82.     -0.26468450E+04     -0.35685024E+02      0.35983804E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         83.     -0.26468450E+04     -0.51066605E+02      0.34524310E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         84.     -0.26468450E+04     -0.66448189E+02      0.33064816E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         85.     -0.26468450E+04     -0.81829773E+02      0.31605325E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         86.     -0.26468450E+04     -0.97211349E+02      0.30145831E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         87.     -0.26468450E+04     -0.11259293E+03      0.28686337E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         88.     -0.26468450E+04     -0.12797452E+03      0.27226843E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         89.     -0.26468450E+04     -0.14335609E+03      0.25767352E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         90.     -0.26468450E+04     -0.15873769E+03      0.24307858E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         91.     -0.26468450E+04     -0.17411926E+03      0.22848366E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         92.     -0.26468450E+04     -0.18950084E+03      0.21388872E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         93.     -0.26468450E+04     -0.20488243E+03      0.19929379E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         94.     -0.26468450E+04     -0.22026401E+03      0.18469885E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         95.     -0.26468450E+04     -0.23564560E+03      0.17010393E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         96.     -0.26468450E+04     -0.25102718E+03      0.15550899E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         97.     -0.26468450E+04     -0.26640875E+03      0.14091406E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         98.     -0.26468450E+04     -0.28179034E+03      0.12631913E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
         99.     -0.26468450E+04     -0.29717194E+03      0.11172420E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        100.     -0.26468450E+04     -0.31255350E+03      0.97129265E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        101.     -0.26468450E+04     -0.32793509E+03      0.82534332E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        102.     -0.26468450E+04     -0.34331668E+03      0.67939400E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        103.     -0.26468450E+04     -0.35869824E+03      0.53344467E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        104.     -0.26468450E+04     -0.37407983E+03      0.38749538E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        105.     -0.26468450E+04     -0.38946143E+03      0.24154606E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        106.     -0.26468450E+04     -0.40484299E+03      0.95596733E+01     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        107.     -0.26468450E+04     -0.42022458E+03     -0.50352588E+01     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        108.     -0.26468450E+04     -0.43560617E+03     -0.19630190E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        109.     -0.26468450E+04     -0.45098773E+03     -0.34225124E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        110.     -0.26468450E+04     -0.46636932E+03     -0.48820053E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        111.     -0.26468450E+04     -0.48175092E+03     -0.63414986E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        112.     -0.26468450E+04     -0.49713248E+03     -0.78009918E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        113.     -0.26468450E+04     -0.51251410E+03     -0.92604851E+02     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        114.     -0.26468450E+04     -0.52789563E+03     -0.10719978E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        115.     -0.26468450E+04     -0.54327722E+03     -0.12179472E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        116.     -0.26468450E+04     -0.55865881E+03     -0.13638965E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        117.     -0.26468450E+04     -0.57404041E+03     -0.15098457E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        118.     -0.26468450E+04     -0.58942200E+03     -0.16557951E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        119.     -0.26468450E+04     -0.60480359E+03     -0.18017444E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        120.     -0.26468450E+04     -0.62018512E+03     -0.19476938E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        121.     -0.26468450E+04     -0.63556671E+03     -0.20936430E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        122.     -0.26468450E+04     -0.65094830E+03     -0.22395924E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        123.     -0.26468450E+04     -0.66632990E+03     -0.23855417E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        124.     -0.26468450E+04     -0.68171149E+03     -0.25314909E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        125.     -0.26468450E+04     -0.69709308E+03     -0.26774402E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        126.     -0.26468450E+04     -0.71247467E+03     -0.28233896E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        127.     -0.26468450E+04     -0.72785620E+03     -0.29693390E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        128.     -0.26468450E+04     -0.74323779E+03     -0.31152884E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        129.     -0.26468450E+04     -0.75861938E+03     -0.32612375E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        130.     -0.26468450E+04     -0.77400098E+03     -0.34071869E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        131.     -0.26468450E+04     -0.78938257E+03     -0.35531363E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        132.     -0.26468450E+04     -0.80476416E+03     -0.36990857E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        133.     -0.26468450E+04     -0.82014569E+03     -0.38450348E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        134.     -0.26468450E+04     -0.83552728E+03     -0.39909842E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        135.     -0.26468450E+04     -0.85090887E+03     -0.41369336E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        136.     -0.26468450E+04     -0.86629047E+03     -0.42828827E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        137.     -0.26468450E+04     -0.88167206E+03     -0.44288321E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        138.     -0.26468450E+04     -0.89705365E+03     -0.45747815E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        139.     -0.26468450E+04     -0.91243524E+03     -0.47207309E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        140.     -0.26468450E+04     -0.92781677E+03     -0.48666800E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        141.     -0.26468450E+04     -0.94319836E+03     -0.50126294E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        142.     -0.26468450E+04     -0.95857996E+03     -0.51585785E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        143.     -0.26468450E+04     -0.97396155E+03     -0.53045282E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        144.     -0.26468450E+04     -0.98934314E+03     -0.54504773E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        145.     -0.26468450E+04     -0.10047247E+04     -0.55964264E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        146.     -0.26468450E+04     -0.10201063E+04     -0.57423761E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        147.     -0.26468450E+04     -0.10354879E+04     -0.58883252E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        148.     -0.26468450E+04     -0.10508695E+04     -0.60342749E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        149.     -0.26468450E+04     -0.10662510E+04     -0.61802240E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        150.     -0.26468450E+04     -0.10816326E+04     -0.63261731E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        151.     -0.26468450E+04     -0.10970142E+04     -0.64721228E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        152.     -0.26468450E+04     -0.11123958E+04     -0.66180719E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        153.     -0.26468450E+04     -0.11277773E+04     -0.67640210E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        154.     -0.26468450E+04     -0.11431589E+04     -0.69099707E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        155.     -0.26468450E+04     -0.11585405E+04     -0.70559198E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        156.     -0.26468450E+04     -0.11739221E+04     -0.72018689E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        157.     -0.26468450E+04     -0.11893037E+04     -0.73478186E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        158.     -0.26468450E+04     -0.12046853E+04     -0.74937677E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
