Optimization Data
 
Start time: 2026-05-21 15:16:06 
 
Solver Options:
Method: Self-Written-slp_mvp 
# algorithm: merit 
# acc: 0.001 
# xtol: 0.0005 
# gtol: 0.0005 
# finite_diff_abs_step: [0.020207, 0.00761, 0.00030000000000000003, 0.00269, 0.00022999999999999998] 
# maxiter: 5000 
# max_fun_evals: 5000 
# Aggregate: P-norm 
# p_value: 16 
# rho_value: 100 
# relaxation: 0 
# move_limit: 0.2 
# move_limit_expand: 1.1 
# move_limit_shrink: 0.5 
# penalty_weight: 15 
# max_infeasibility: inf 
# use_acs: True 
# util_groups: ['LB', 'NF', 'S', 'T', 'BR', 'IN', 'BS_sig', 'BS_defl'] 
Design Variables and Bounds 
# x0 = [202.07, 76.10, 3.00, 26.90, 2.30]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 114.3] 
 x[2] (t0) bounds = [2.5, 5.0] 
 x[3] (d1) bounds = [10, 50.0] 
 x[4] (t1) bounds = [1.0, 4.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 106.79, 202.07 ,76.10 ,3.00 ,26.90 ,2.30, 0.6576, 0.8532, 1.0000, 21.359,21.326,21.326,21.326,21.785
1, 2, 106.79, 202.09 ,76.10 ,3.00 ,26.90 ,2.30, 0.6575, 0.8531, 0.7707, 21.359,21.327,21.327,21.327,21.785
1, 3, 106.79, 202.07 ,76.11 ,3.00 ,26.90 ,2.30, 0.6575, 0.8531, 0.7707, 21.360,21.328,21.328,21.328,21.786
1, 4, 106.79, 202.07 ,76.10 ,3.00 ,26.90 ,2.30, 0.6575, 0.8531, 0.7707, 21.360,21.327,21.327,21.327,21.786
1, 5, 106.79, 202.07 ,76.10 ,3.00 ,26.90 ,2.30, 0.6576, 0.8532, 0.7707, 21.360,21.327,21.327,21.327,21.786
1, 6, 106.79, 202.07 ,76.10 ,3.00 ,26.90 ,2.30, 0.6576, 0.8532, 0.7707, 21.359,21.327,21.327,21.327,21.785
1, 7, 101.47, 222.07 ,69.50 ,2.96 ,23.41 ,2.60, 0.6657, 0.8613, 0.7707, 20.296,20.267,20.267,20.267,20.679
2, 8, 101.48, 222.09 ,69.50 ,2.96 ,23.41 ,2.60, 0.6657, 0.8612, 0.7730, 20.297,20.267,20.267,20.267,20.679
2, 9, 101.48, 222.07 ,69.51 ,2.96 ,23.41 ,2.60, 0.6656, 0.8612, 0.7730, 20.297,20.268,20.268,20.268,20.680
2, 10, 101.48, 222.07 ,69.50 ,2.96 ,23.41 ,2.60, 0.6657, 0.8612, 0.7730, 20.297,20.268,20.268,20.268,20.680
2, 11, 101.48, 222.07 ,69.50 ,2.96 ,23.42 ,2.60, 0.6657, 0.8613, 0.7730, 20.297,20.268,20.268,20.268,20.680
2, 12, 101.48, 222.07 ,69.50 ,2.96 ,23.41 ,2.60, 0.6657, 0.8613, 0.7730, 20.297,20.267,20.267,20.267,20.679
2, 13, 87.02, 244.07 ,62.24 ,2.69 ,19.01 ,2.85, 0.7466, 0.9663, 0.7730, 17.405,17.381,17.381,17.381,17.715
3, 14, 87.02, 244.09 ,62.24 ,2.69 ,19.01 ,2.85, 0.7466, 0.9662, 0.7727, 17.405,17.382,17.382,17.382,17.716
3, 15, 87.03, 244.07 ,62.25 ,2.69 ,19.01 ,2.85, 0.7465, 0.9661, 0.7727, 17.406,17.382,17.382,17.382,17.717
3, 16, 87.03, 244.07 ,62.24 ,2.69 ,19.01 ,2.85, 0.7466, 0.9662, 0.7727, 17.406,17.382,17.382,17.382,17.717
3, 17, 87.03, 244.07 ,62.24 ,2.69 ,19.02 ,2.85, 0.7466, 0.9663, 0.7727, 17.406,17.382,17.382,17.382,17.717
3, 18, 87.02, 244.07 ,62.24 ,2.69 ,19.01 ,2.85, 0.7466, 0.9663, 0.7727, 17.405,17.382,17.382,17.382,17.716
3, 19, 73.55, 266.97 ,54.25 ,2.50 ,15.01 ,3.21, 1.2252, 1.2252, 1.0000, 14.710,14.691,14.691,14.691,14.961
4, 20, 73.55, 266.99 ,54.25 ,2.50 ,15.01 ,3.21, 1.2253, 1.2253, 1.0000, 14.710,14.691,14.691,14.691,14.962
4, 21, 73.55, 266.97 ,54.26 ,2.50 ,15.01 ,3.21, 1.2252, 1.2252, 1.0000, 14.711,14.692,14.692,14.692,14.962
4, 22, 73.55, 266.97 ,54.25 ,2.50 ,15.01 ,3.21, 1.2252, 1.2252, 1.0000, 14.711,14.692,14.692,14.692,14.962
4, 23, 73.55, 266.97 ,54.25 ,2.50 ,15.02 ,3.21, 1.2246, 1.2246, 1.0000, 14.711,14.692,14.692,14.692,14.963
4, 24, 73.55, 266.97 ,54.25 ,2.50 ,15.01 ,3.21, 1.2252, 1.2252, 1.0000, 14.710,14.691,14.691,14.691,14.962
4, 25, 70.48, 245.56 ,48.30 ,2.50 ,15.35 ,3.61, 1.0683, 1.3803, 0.7714, 14.096,14.079,14.079,14.079,14.318
5, 26, 70.48, 245.58 ,48.30 ,2.50 ,15.35 ,3.61, 1.0682, 1.3802, 0.7739, 14.096,14.079,14.079,14.079,14.319
5, 27, 70.48, 245.56 ,48.31 ,2.50 ,15.35 ,3.61, 1.0680, 1.3801, 0.7739, 14.097,14.080,14.080,14.080,14.319
5, 28, 70.48, 245.56 ,48.30 ,2.50 ,15.35 ,3.61, 1.0681, 1.3802, 0.7739, 14.097,14.080,14.080,14.080,14.319
5, 29, 70.48, 245.56 ,48.30 ,2.50 ,15.35 ,3.61, 1.0682, 1.3803, 0.7739, 14.097,14.081,14.081,14.081,14.320
5, 30, 70.48, 245.56 ,48.30 ,2.50 ,15.35 ,3.61, 1.0683, 1.3803, 0.7739, 14.096,14.079,14.079,14.079,14.319
5, 31, 65.81, 232.25 ,48.30 ,2.50 ,15.38 ,3.17, 1.1370, 1.4688, 0.7739, 13.164,13.147,13.147,13.147,13.386
6, 32, 65.82, 232.27 ,48.30 ,2.50 ,15.38 ,3.17, 1.1369, 1.4687, 0.7741, 13.164,13.147,13.147,13.147,13.386
6, 33, 65.82, 232.25 ,48.31 ,2.50 ,15.38 ,3.17, 1.1368, 1.4686, 0.7741, 13.165,13.148,13.148,13.148,13.387
6, 34, 65.82, 232.25 ,48.30 ,2.50 ,15.38 ,3.17, 1.1369, 1.4687, 0.7741, 13.164,13.147,13.147,13.147,13.387
6, 35, 65.82, 232.25 ,48.30 ,2.50 ,15.38 ,3.17, 1.1370, 1.4688, 0.7741, 13.165,13.148,13.148,13.148,13.387
6, 36, 65.82, 232.25 ,48.30 ,2.50 ,15.38 ,3.17, 1.1370, 1.4688, 0.7741, 13.164,13.147,13.147,13.147,13.386
6, 37, 62.25, 217.61 ,48.30 ,2.50 ,15.19 ,2.96, 1.2252, 1.5815, 0.7741, 12.451,12.434,12.434,12.434,12.673
7, 38, 62.25, 217.63 ,48.30 ,2.50 ,15.19 ,2.96, 1.2250, 1.5813, 0.7747, 12.451,12.434,12.434,12.434,12.673
7, 39, 62.26, 217.61 ,48.31 ,2.50 ,15.19 ,2.96, 1.2249, 1.5812, 0.7747, 12.452,12.435,12.435,12.435,12.674
7, 40, 62.25, 217.61 ,48.30 ,2.50 ,15.19 ,2.96, 1.2250, 1.5813, 0.7747, 12.451,12.434,12.434,12.434,12.674
7, 41, 62.26, 217.61 ,48.30 ,2.50 ,15.20 ,2.96, 1.2252, 1.5815, 0.7747, 12.452,12.435,12.435,12.435,12.674
7, 42, 62.25, 217.61 ,48.30 ,2.50 ,15.19 ,2.96, 1.2252, 1.5815, 0.7747, 12.451,12.434,12.434,12.434,12.673
7, 43, 58.50, 201.50 ,48.30 ,2.50 ,14.95 ,2.73, 1.3420, 1.7307, 0.7747, 11.700,11.683,11.683,11.683,11.922
8, 44, 58.50, 201.52 ,48.30 ,2.50 ,14.95 ,2.73, 1.3419, 1.7305, 0.7754, 11.700,11.683,11.683,11.683,11.922
8, 45, 58.50, 201.50 ,48.31 ,2.50 ,14.95 ,2.73, 1.3418, 1.7304, 0.7754, 11.701,11.684,11.684,11.684,11.923
8, 46, 58.50, 201.50 ,48.30 ,2.50 ,14.95 ,2.73, 1.3419, 1.7305, 0.7754, 11.700,11.684,11.684,11.684,11.923
8, 47, 58.50, 201.50 ,48.30 ,2.50 ,14.95 ,2.73, 1.3420, 1.7307, 0.7754, 11.701,11.684,11.684,11.684,11.923
8, 48, 58.50, 201.50 ,48.30 ,2.50 ,14.95 ,2.73, 1.3421, 1.7307, 0.7754, 11.700,11.683,11.683,11.683,11.922
8, 49, 54.70, 183.79 ,48.30 ,2.50 ,14.68 ,2.48, 1.5030, 1.9359, 0.7754, 10.940,10.923,10.923,10.923,11.162
9, 50, 54.70, 183.81 ,48.30 ,2.50 ,14.68 ,2.48, 1.5028, 1.9356, 0.7764, 10.940,10.923,10.923,10.923,11.163
