Optimization Data
 
Start time: 2026-05-18 21:54:56 
 
Solver Options:
Method: Self-Written-slp_mvp 
# acc: 0.001 
# finite_diff_abs_step: [1.6929284999999998, 0.271737, 0.020395500000000004, 0.1638655, 0.028934500000000002] 
# maxiter: 150 
# Aggregate: None 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
# move_limit: 0.1 
# backtrack_max: 8 
# feasibility_tol: 1e-05 
# penalty_weight: 1 
Design Variables and Bounds 
# x0 = [338.59, 54.35, 4.08, 32.77, 5.79]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108.0] 
 x[2] (t0) bounds = [2.5, 5.0] 
 x[3] (d1) bounds = [25.0, 60.0] 
 x[4] (t1) bounds = [2.0, 6.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 238.63, 338.59 ,54.35 ,4.08 ,32.77 ,5.79, NA, NA, NA, 47.727,47.697,47.697,47.697,48.125
1, 2, 239.44, 340.28 ,54.35 ,4.08 ,32.77 ,5.79, NA, NA, NA, 47.889,47.859,47.859,47.859,48.287
1, 3, 238.96, 338.59 ,54.62 ,4.08 ,32.77 ,5.79, NA, NA, NA, 47.793,47.763,47.763,47.763,48.194
1, 4, 238.91, 338.59 ,54.35 ,4.10 ,32.77 ,5.79, NA, NA, NA, 47.783,47.753,47.753,47.753,48.183
1, 5, 239.70, 338.59 ,54.35 ,4.08 ,32.94 ,5.79, NA, NA, NA, 47.942,47.912,47.912,47.912,48.340
1, 6, 239.32, 338.59 ,54.35 ,4.08 ,32.77 ,5.82, NA, NA, NA, 47.866,47.835,47.835,47.835,48.264
1, 7, 213.05, 328.59 ,51.36 ,3.95 ,31.02 ,5.59, NA, NA, NA, 42.612,42.584,42.584,42.584,42.976
2, 8, 213.79, 330.28 ,51.36 ,3.95 ,31.02 ,5.59, NA, NA, NA, 42.759,42.731,42.731,42.731,43.123
2, 9, 213.38, 328.59 ,51.63 ,3.95 ,31.02 ,5.59, NA, NA, NA, 42.676,42.648,42.648,42.648,43.042
2, 10, 213.32, 328.59 ,51.36 ,3.97 ,31.02 ,5.59, NA, NA, NA, 42.665,42.637,42.637,42.637,43.031
2, 11, 214.06, 328.59 ,51.36 ,3.95 ,31.19 ,5.59, NA, NA, NA, 42.814,42.786,42.786,42.786,43.178
2, 12, 213.69, 328.59 ,51.36 ,3.95 ,31.02 ,5.62, NA, NA, NA, 42.738,42.710,42.710,42.710,43.102
2, 13, 187.19, 317.59 ,48.30 ,3.82 ,29.10 ,5.37, NA, NA, NA, 37.439,37.414,37.414,37.414,37.769
3, 14, 187.85, 319.28 ,48.30 ,3.82 ,29.10 ,5.37, NA, NA, NA, 37.571,37.546,37.546,37.546,37.901
3, 15, 187.50, 317.59 ,48.57 ,3.82 ,29.10 ,5.37, NA, NA, NA, 37.502,37.476,37.476,37.476,37.833
3, 16, 187.44, 317.59 ,48.30 ,3.84 ,29.10 ,5.37, NA, NA, NA, 37.489,37.464,37.464,37.464,37.821
3, 17, 188.13, 317.59 ,48.30 ,3.82 ,29.26 ,5.37, NA, NA, NA, 37.628,37.602,37.602,37.602,37.957
3, 18, 187.76, 317.59 ,48.30 ,3.82 ,29.10 ,5.40, NA, NA, NA, 37.553,37.528,37.528,37.528,37.883
3, 19, 164.78, 305.49 ,48.30 ,3.67 ,26.98 ,5.12, NA, NA, NA, 32.957,32.933,32.933,32.933,33.275
4, 20, 165.36, 307.18 ,48.30 ,3.67 ,26.98 ,5.12, NA, NA, NA, 33.073,33.049,33.049,33.049,33.391
4, 21, 165.08, 305.49 ,48.57 ,3.67 ,26.98 ,5.12, NA, NA, NA, 33.017,32.993,32.993,32.993,33.337
4, 22, 165.03, 305.49 ,48.30 ,3.69 ,26.98 ,5.12, NA, NA, NA, 33.008,32.983,32.983,32.983,33.327
4, 23, 165.65, 305.49 ,48.30 ,3.67 ,27.14 ,5.12, NA, NA, NA, 33.131,33.107,33.107,33.107,33.449
4, 24, 165.28, 305.49 ,48.30 ,3.67 ,26.98 ,5.15, NA, NA, NA, 33.057,33.033,33.033,33.033,33.375
4, 25, 144.16, 292.18 ,48.30 ,3.50 ,25.00 ,4.86, NA, NA, NA, 28.833,28.810,28.810,28.810,29.137
5, 26, 144.66, 293.87 ,48.30 ,3.50 ,25.00 ,4.86, NA, NA, NA, 28.933,28.910,28.910,28.910,29.238
5, 27, 144.45, 292.18 ,48.57 ,3.50 ,25.00 ,4.86, NA, NA, NA, 28.890,28.867,28.867,28.867,29.196
5, 28, 144.41, 292.18 ,48.30 ,3.52 ,25.00 ,4.86, NA, NA, NA, 28.883,28.860,28.860,28.860,29.190
5, 29, 144.95, 292.18 ,48.30 ,3.50 ,25.16 ,4.86, NA, NA, NA, 28.991,28.968,28.968,28.968,29.295
5, 30, 144.60, 292.18 ,48.30 ,3.50 ,25.00 ,4.89, NA, NA, NA, 28.920,28.897,28.897,28.897,29.225
5, 31, 133.22, 277.53 ,48.30 ,3.32 ,25.00 ,4.57, NA, NA, NA, 26.646,26.624,26.624,26.624,26.935
6, 32, 133.70, 279.23 ,48.30 ,3.32 ,25.00 ,4.57, NA, NA, NA, 26.741,26.719,26.719,26.719,27.031
6, 33, 133.49, 277.53 ,48.57 ,3.32 ,25.00 ,4.57, NA, NA, NA, 26.700,26.678,26.678,26.678,26.991
6, 34, 133.48, 277.53 ,48.30 ,3.34 ,25.00 ,4.57, NA, NA, NA, 26.697,26.674,26.674,26.674,26.988
6, 35, 133.93, 277.53 ,48.30 ,3.32 ,25.16 ,4.57, NA, NA, NA, 26.787,26.765,26.765,26.765,27.077
6, 36, 133.66, 277.53 ,48.30 ,3.32 ,25.00 ,4.59, NA, NA, NA, 26.733,26.710,26.710,26.710,27.022
6, 37, 121.48, 261.43 ,48.30 ,3.11 ,25.00 ,4.24, NA, NA, NA, 24.297,24.276,24.276,24.276,24.571
7, 38, 121.93, 263.12 ,48.30 ,3.11 ,25.00 ,4.24, NA, NA, NA, 24.387,24.366,24.366,24.366,24.660
7, 39, 121.74, 261.43 ,48.57 ,3.11 ,25.00 ,4.24, NA, NA, NA, 24.348,24.327,24.327,24.327,24.623
7, 40, 121.74, 261.43 ,48.30 ,3.14 ,25.00 ,4.24, NA, NA, NA, 24.349,24.328,24.328,24.328,24.624
7, 41, 122.11, 261.43 ,48.30 ,3.11 ,25.16 ,4.24, NA, NA, NA, 24.422,24.402,24.402,24.402,24.696
7, 42, 121.91, 261.43 ,48.30 ,3.11 ,25.00 ,4.27, NA, NA, NA, 24.383,24.362,24.362,24.362,24.656
7, 43, 108.95, 243.71 ,48.30 ,2.89 ,25.00 ,3.89, NA, NA, NA, 21.791,21.771,21.771,21.771,22.046
8, 44, 109.36, 245.41 ,48.30 ,2.89 ,25.00 ,3.89, NA, NA, NA, 21.873,21.854,21.854,21.854,22.129
8, 45, 109.19, 243.71 ,48.57 ,2.89 ,25.00 ,3.89, NA, NA, NA, 21.838,21.818,21.818,21.818,22.095
8, 46, 109.21, 243.71 ,48.30 ,2.91 ,25.00 ,3.89, NA, NA, NA, 21.843,21.823,21.823,21.823,22.099
8, 47, 109.49, 243.71 ,48.30 ,2.89 ,25.16 ,3.89, NA, NA, NA, 21.899,21.879,21.879,21.879,22.154
8, 48, 109.37, 243.71 ,48.30 ,2.89 ,25.00 ,3.92, NA, NA, NA, 21.875,21.855,21.855,21.855,22.130
8, 49, 98.11, 224.23 ,48.30 ,2.84 ,25.00 ,3.50, NA, NA, NA, 19.622,19.603,19.603,19.603,19.873
9, 50, 98.48, 225.92 ,48.30 ,2.84 ,25.00 ,3.50, NA, NA, NA, 19.697,19.678,19.678,19.678,19.948
9, 51, 98.34, 224.23 ,48.57 ,2.84 ,25.00 ,3.50, NA, NA, NA, 19.668,19.649,19.649,19.649,19.920
